"koi_disposition","kepid","kepoi_name","tce_incl","tce_impact","tce_slogg_prov","tce_albedo_stat","tce_fwm_pdeco","tce_ingress_sn"
"FALSE POSITIVE",3240159,"K03515.01",89.74,0.6234,5,-0.8315,-0.1047,4976.54860100275
"FALSE POSITIVE",9658118,"K03516.01",89.75,0.1,7,0,-0.002065,-3.909
"FALSE POSITIVE",7132542,"K03517.01",89.91,0.1,7,0,0.03727,-4.036
"FALSE POSITIVE",8589754,"K03518.01",86.16,0.5472,7,0,0.1125,1941.65114835506
"CANDIDATE",3757590,"K03520.01",89.99,0.1,18,0,0.03672,-1.037
"FALSE POSITIVE",5456023,"K03521.01",89.99,0.1,7,0,-0.1072,-1.032
"CANDIDATE",12021387,"K03522.01",89.89,0.4185,18,1.294,-0.03001,779.212181396889
"FALSE POSITIVE",8044608,"K03523.01",89.58,0.7187,7,2.263,0.0001193,4113.83399209486
"FALSE POSITIVE",8760135,"K03524.01",89.97,0.1,7,0,0.02466,-4.036
"FALSE POSITIVE",4073707,"K03525.01",78.82,0.8002,7,-198.1,0.05698,2761.57082748948
"FALSE POSITIVE",10292238,"K03526.01",89.78,0.5192,7,3.286,-0.01484,77.6360544217687
"FALSE POSITIVE",8733497,"K03527.01",89.73,0.7278,7,2.011,0.06174,2493.71980676328
"FALSE POSITIVE",4255422,"K03528.01",89.39,0.9727,13,0.01576,0.0002637,2542.05607476636
"FALSE POSITIVE",9837544,"K03529.01",89.97,0.1,7,0,0.6105,-1.356
"FALSE POSITIVE",7877824,"K03530.01",89.81,0.1,7,0,0.006441,-1.177
"FALSE POSITIVE",6947164,"K03531.01",89.31,0.8998,7,1.332,0.00209,925.848345203184
"FALSE POSITIVE",10748621,"K03532.01",89.98,0.1,7,0,-0.4087,-3.439
"FALSE POSITIVE",4824268,"K03533.01",89.04,0.8995,7,2.026,0.00293,1013.60544217687
"FALSE POSITIVE",6431670,"K03534.01",89.92,0.1,7,0,0.02406,-1.514
"FALSE POSITIVE",7376500,"K03535.01",88.19,0.4619,7,0.7092,0,3216.81175190424
"FALSE POSITIVE",7987086,"K03536.01",89.54,0.9002,13,1.64,-0.001058,2510.05334427575
"FALSE POSITIVE",7374746,"K03537.01",78.64,0.8004,7,-613.9,-0.3223,3644.91978609626
"FALSE POSITIVE",8668810,"K03538.01",89.99,0.1,7,0,0.09077,-3.027
"FALSE POSITIVE",8868907,"K03539.01",89.81,0.5736,7,2.545,0.0001004,264.70078057242
"CANDIDATE",8868364,"K03541.01",89.96,0.3605,13,1.472,0.003877,425.702028081123
"FALSE POSITIVE",3964545,"K03542.01",84.56,0.8958,7,2.108,0.01977,1928.13117804396
"FALSE POSITIVE",9656397,"K03543.01",89.98,0.1,7,0,-0.04275,-2.028
"FALSE POSITIVE",3735629,"K03544.01",89.73,0.1,7,0,-0.2642,-0.8411
"FALSE POSITIVE",8244173,"K03545.01",89.32,0.1,7,0,0,-0.5057
"FALSE POSITIVE",7287391,"K03546.01",88.05,0.5431,13,8.669,0.03058,355.077336919973
"FALSE POSITIVE",6756202,"K03547.01",89.83,0.7295,7,0,-0.004704,1705.21541950113
"FALSE POSITIVE",10215869,"K03548.01",88.93,0.2188,7,2.217,-0.116,546.660567246112
"FALSE POSITIVE",2307206,"K03549.01",89.97,0.1,7,0,0.1032,-4.036
"FALSE POSITIVE",7025540,"K03550.01",84.79,0.4197,7,-473.8,0.1685,1166.27265563436
"FALSE POSITIVE",7620844,"K03551.01",89.19,0.9006,7,1.99,-0.07698,600.61832490163
"FALSE POSITIVE",6233466,"K03552.01",88.49,0.5181,7,1.06,0.0005509,443.09262166405
"FALSE POSITIVE",11249624,"K03553.01",89.71,0.7023,7,5.163,-0.0001712,1815.29581529582
"CANDIDATE",6426592,"K03554.01",90,0.1,7,0,-5.79e-05,-0.9064
"FALSE POSITIVE",8491745,"K03555.01",89.73,0.2137,5,2.782,4.378e-05,402.193784277879
"FALSE POSITIVE",3970117,"K03556.01",89.81,0.231,7,2.912,0.03303,243.759474482062
"FALSE POSITIVE",5534965,"K03557.01",89.66,0.9507,18,2.236,0.0006052,1478.80434782609
"FALSE POSITIVE",9965206,"K03558.01",88.65,0.7446,7,4.396,-0.074,2013.3963750985
"FALSE POSITIVE",4848423,"K03560.01",81.2,0.508,18,-1074,0,2781.09932497589
"FALSE POSITIVE",11403216,"K03561.01",85.64,0.6696,7,1.802,-0.1675,96.1179361179361
"FALSE POSITIVE",9948002,"K03562.01",88.79,0.9193,7,2.5,-0.000259,1657.13224368499
"FALSE POSITIVE",5264304,"K03563.01",89.65,0.8954,7,5.059,-0.2585,831.025486654626
"FALSE POSITIVE",10960995,"K03564.01",81.6,0.724,7,-123.8,0,781.133828996283
"FALSE POSITIVE",9592575,"K03565.01",78.47,0.9046,7,-113,-0.2109,1915.97177677999
"FALSE POSITIVE",7898576,"K03566.01",78.33,1,7,-85.15,0.0132,18.1030011115228
"FALSE POSITIVE",11671429,"K03567.01",89.2,0.5234,18,3.157,0,2095.10048601077
"FALSE POSITIVE",9773869,"K03568.01",89.34,0.3607,7,2.419,0.1442,872.099447513812
"FALSE POSITIVE",6707942,"K03569.01",87.88,0.8091,7,8.745,-0.005072,1571.50932730356
"FALSE POSITIVE",5023948,"K03570.01",80.6,0.7088,7,-270.4,0,3394.23076923077
"FALSE POSITIVE",5113053,"K03571.01",89.22,0.1,7,0,0,-0.8434
"CANDIDATE",4743508,"K03572.01",84.5,0.6921,7,-7.703,0.0125,172.016003556346
"FALSE POSITIVE",10068919,"K03573.01",89.3,1,7,0.4535,-0.001461,57.2936064556176
"FALSE POSITIVE",7353970,"K03574.01",89.56,1,32,4.459,-0.06276,9.96820981521955
"FALSE POSITIVE",12316447,"K03575.01",89.9,0.1,7,0,-0.07467,-1.101
"FALSE POSITIVE",10491554,"K03576.01",88.84,0.6158,7,1.658,0.09571,813.877077696173
"FALSE POSITIVE",9785454,"K03577.01",89.39,0.899,7,4.185,-0.004236,952.977667493797
"FALSE POSITIVE",10464666,"K03578.01",89.72,0.9009,7,0.9662,-0.0004439,1014.9482560368
"FALSE POSITIVE",5024292,"K03579.01",77.55,0.7876,7,-175.8,0.1663,1583.06538049303
"FALSE POSITIVE",4659255,"K03580.01",89.73,0.8851,7,0.4921,-0.003237,230.146710837672
"FALSE POSITIVE",8263746,"K03581.01",89.86,0.1,7,0,0,-1.009
"FALSE POSITIVE",3428468,"K03582.01",89.72,0.7187,7,6.64,-0.004703,1231.55541360588
"FALSE POSITIVE",5130740,"K03583.01",89.74,0.9598,7,1.741,-0.03001,692.147469277234
"FALSE POSITIVE",9892471,"K03584.01",87.19,0.9003,7,2.596,-0.0003351,1127.43823146944
"FALSE POSITIVE",2019076,"K03585.01",82.72,0.9352,7,-40.23,0.008215,606.996533249291
"FALSE POSITIVE",7376490,"K03586.01",80.35,1,7,2.172,0.0168,88.0434782608695
"FALSE POSITIVE",11968513,"K03587.01",77.01,0.9564,58,0,0,77.703952901598
"FALSE POSITIVE",9656543,"K03588.01",83.17,0.5528,7,-283.7,0.1235,546.333333333333
"FALSE POSITIVE",10751515,"K03589.01",89.25,0.5129,7,8.303,-0.06699,272.469374597034
"FALSE POSITIVE",3348093,"K03590.01",89.68,0.1,7,0,0.008523,-0.7917
"FALSE POSITIVE",6182846,"K03591.01",84.7,0.9814,7,1.916,-0.7533,1788.79310344828
"FALSE POSITIVE",9851126,"K03592.01",89.43,0.1081,13,4.552,-0.0008748,240.187646598905
"FALSE POSITIVE",3442054,"K03593.01",89.68,0.4452,5,2.029,0.0002266,406.643576826197
"FALSE POSITIVE",4079530,"K03594.01",89.79,0.1627,7,2.579,0.2356,193.915020108411
"FALSE POSITIVE",10677186,"K03595.01",89.71,0.4451,7,2.821,-0.001719,165.721040189125
"FALSE POSITIVE",9025914,"K03596.01",87.98,0.9107,7,2.854,0.2285,799.470549305096
"FALSE POSITIVE",9366988,"K03597.01",84.83,0.4594,7,-32.64,0,81.5614617940199
"FALSE POSITIVE",2437149,"K03598.01",89.84,0.1,7,0,0.06811,-1.994
"FALSE POSITIVE",9715925,"K03599.01",87.73,0.8194,7,5.775,0.01322,386.736907344283
"FALSE POSITIVE",9529733,"K03600.01",81.68,0.4475,7,-61.3,-0.00031,476.723971412015
"FALSE POSITIVE",9613070,"K03601.01",82.37,0.8981,7,0.751,-0.0012,1005.38358008075
"FALSE POSITIVE",10845188,"K03602.01",89.7,0.9794,7,0,-0.0003703,527.887180790243
"FALSE POSITIVE",5730394,"K03603.01",84.01,0.4134,7,-27.6,0.1178,440.458579881657
"FALSE POSITIVE",6956216,"K03604.01",85.92,0.4857,13,1.001,0.01871,650.76660988075
"FALSE POSITIVE",6137704,"K03605.01",89.73,0.9692,7,1.18,0.001566,410.539558289069
"FALSE POSITIVE",10275074,"K03606.01",77.34,0.9005,7,-91.29,0.0007881,1379.61225766104
"FALSE POSITIVE",9110346,"K03607.01",89.17,0.1,7,0,0,-0.5063
"FALSE POSITIVE",10259301,"K03608.01",89.86,0.9371,7,2.18,-0.00447,443.967280163599
"FALSE POSITIVE",6233903,"K03609.01",78.83,0.89,7,-234.3,-0.2092,832.620186257236
"FALSE POSITIVE",7212066,"K03610.01",83.7,0.9733,7,2.876,0.02248,750.524109014675
"FALSE POSITIVE",6675060,"K03611.01",87.91,0.8985,7,-3.128,0.2442,357.632623601588
"FALSE POSITIVE",10518735,"K03612.01",88.98,0.8323,7,3.887,0.239,570.329942942198
"FALSE POSITIVE",6546508,"K03613.01",80.93,0.9444,7,-33.47,-3.054e-05,678.422449753508
"FALSE POSITIVE",9886224,"K03614.01",88.7,0.2598,7,0.3585,0,170.990312163617
"FALSE POSITIVE",3735634,"K03615.01",77.81,1,7,-17.21,-0.1206,7.92664670658683
"FALSE POSITIVE",6058875,"K03616.01",74.05,0.7053,7,-537.7,0.2571,1110.72961373391
"FALSE POSITIVE",10735564,"K03617.01",80.51,0.6707,7,0.04858,-0.08205,3713.4909596662
"FALSE POSITIVE",9636559,"K03618.01",88.95,0.3986,7,3.06,0.06515,295.973367152822
"FALSE POSITIVE",8095110,"K03619.01",62.5,0.9485,7,-52.86,0.0779,913.755458515284
"FALSE POSITIVE",11499263,"K03620.01",89.43,0.9206,7,1.803,0.001094,449.77284199899
"FALSE POSITIVE",9775253,"K03621.01",86.14,0.8524,13,-0.6572,-0.006933,96.3803680981595
"FALSE POSITIVE",6677267,"K03622.01",78.34,0.9736,5,0.008788,0.1014,260.045804705392
"FALSE POSITIVE",7732791,"K03623.01",80.71,0.7014,7,-101.9,0.001797,815.533980582524
"FALSE POSITIVE",8177798,"K03624.01",70.48,0.9292,7,-327.1,-0.001079,908.163265306122
"FALSE POSITIVE",10489521,"K03625.01",89.23,0.1,7,0,0.4907,-0.8433
"FALSE POSITIVE",12643582,"K03626.01",89.64,0.7006,7,1.4,0.1129,280.34445051941
"FALSE POSITIVE",10091110,"K03627.01",84.22,0.7725,7,2.058,0.00504,143.801215966164
"FALSE POSITIVE",10091110,"K03627.02",85.32,0.9716,7,-0.3164,0.002896,332.149501099273
"FALSE POSITIVE",3542574,"K03628.01",89.5,0.1,15,0,0,-1.179
"FALSE POSITIVE",3544694,"K03629.01",78.05,0.9414,7,-107.7,-0.09485,550.209205020921
"FALSE POSITIVE",10259029,"K03630.01",87.32,0.8855,7,1.505,-0.1389,633.47061025833
"FALSE POSITIVE",8299947,"K03631.01",86.19,0.4651,15,-27.31,-0.05579,577.977080219233
"FALSE POSITIVE",3335813,"K03632.01",78.17,1,7,-13.63,0.01414,25.852486104852
"FALSE POSITIVE",11858741,"K03633.01",89.98,0.002421,15,2.435,-0.1033,132.46986406771
"FALSE POSITIVE",6363494,"K03634.01",68.01,0.8445,7,-811.8,-0.0006639,1286.04651162791
"FALSE POSITIVE",3327992,"K03635.01",64.17,1,7,-32.58,0,9.94970135177617
"FALSE POSITIVE",5649206,"K03636.01",85.22,0.4878,15,-36.32,-0.08167,762.976297629763
"FALSE POSITIVE",5193384,"K03637.01",89.65,0.1,58,0,-0.4249,-5.048
"FALSE POSITIVE",5181804,"K03638.01",85.66,0.9016,7,1.85,0.01822,431.55765340526
"FALSE POSITIVE",10491544,"K03639.01",86.82,1,7,1.324,0.1098,78.4476117103236
"FALSE POSITIVE",8052474,"K03640.01",89.31,0.9744,13,2.765,1.658e-05,403.077783995523
"FALSE POSITIVE",3534118,"K03641.01",89.87,0.9138,32,2.716,0.001915,233.370376250198
"FALSE POSITIVE",3534118,"K03641.02",88.43,0.8923,32,1.947,0.0001891,0.911599099099099
"FALSE POSITIVE",2441161,"K03642.01",82.06,0.8724,7,-18.62,0.04592,492.614001284521
"FALSE POSITIVE",3231120,"K03643.01",85.49,0.7062,7,2.569,0.02099,628.50693324734
"FALSE POSITIVE",12216706,"K03644.01",76.72,0.8588,7,-182.3,0.02167,310.583885379757
"FALSE POSITIVE",5816806,"K03645.01",85.8,0.3489,15,-33.87,-0.0195,129.967948717949
"FALSE POSITIVE",6531496,"K03646.01",87.42,0.9763,7,2.132,0,577.46806039489
"FALSE POSITIVE",6531496,"K03646.02",86.56,0.9856,7,0.8885,0,165.953038674033
"FALSE POSITIVE",9661869,"K03647.01",89.21,0.6965,7,2.2,0.09882,435.219201567475
"FALSE POSITIVE",3097352,"K03648.01",88.98,0.1748,7,2.04,0.01508,115.652173913043
"FALSE POSITIVE",6066379,"K03649.01",72.69,0.9064,7,-196.4,0,2165.93793324091
"FALSE POSITIVE",6227560,"K03650.01",80.99,0.9428,7,-4.363,-0.00284,131.866810914773
"FALSE POSITIVE",5866104,"K03651.01",89.23,0.8975,15,1.155,-0.009974,109.462112288967
"FALSE POSITIVE",8256044,"K03652.01",88.54,0.9077,7,-0.3182,-0.01137,378.254211332312
"FALSE POSITIVE",8780968,"K03653.01",76.64,0.7034,7,-106.8,0,2506.9839627522
"FALSE POSITIVE",6960446,"K03654.01",83.81,0.8634,7,-13.81,-0.02594,462.743790631772
"FALSE POSITIVE",8264097,"K03655.01",87.15,0.4424,15,65.98,-0.3509,135.483870967742
"FALSE POSITIVE",6312521,"K03656.01",80.01,0.8302,7,-59.74,-0.06053,794.19388284085
"FALSE POSITIVE",4579321,"K03657.01",87.01,0.476,15,23.73,0,523.995317986734
"FALSE POSITIVE",1575690,"K03658.01",75.49,0.9018,18,-38.91,-0.002074,319.39908556499
"FALSE POSITIVE",4386047,"K03659.01",87.44,0.354,7,2.316,0.02332,200.727398683755
"FALSE POSITIVE",5103998,"K03660.01",89.91,0.9204,7,1.495,0.03087,196.461358704724
"FALSE POSITIVE",7910148,"K03661.01",80.06,0.9365,7,4.06,0.06524,138.381201044386
"FALSE POSITIVE",12459731,"K03662.01",88.37,0.8483,7,0.4728,0.06573,153.881884538819
"CANDIDATE",12735740,"K03663.01",89.91,0.3348,23,2.807,2.971e-05,41.6252072968491
"FALSE POSITIVE",4678875,"K03664.01",88.79,0.1,7,0,-5.989,-0.4624
"FALSE POSITIVE",7812175,"K03665.01",88.74,0.9234,15,0.5937,-0.04045,386.434349719975
"FALSE POSITIVE",7708193,"K03666.01",84.93,0.8132,7,0.7394,0.02295,825.233644859813
"FALSE POSITIVE",11200767,"K03667.01",68.44,0.9857,7,0.6069,0.002368,88.9589905362776
"FALSE POSITIVE",8589731,"K03668.01",69.38,0.9993,7,-24.5,0.02423,272.52641690682
"FALSE POSITIVE",4356766,"K03669.01",67.05,1,7,-18.72,-0.7368,44.3786982248521
"FALSE POSITIVE",2167890,"K03670.01",79.96,0.9,58,0,0.004302,356.603282104715
"FALSE POSITIVE",10383696,"K03671.01",87.05,0.8896,7,1.744,-0.05636,490.843319014244
"FALSE POSITIVE",9777090,"K03672.01",86.75,0.8789,7,2.208,0.2807,132.816901408451
"FALSE POSITIVE",11455484,"K03673.01",87.16,0.4476,15,67.7,0.02081,66.868932038835
"FALSE POSITIVE",2446623,"K03674.01",89.79,0.9492,7,1.782,0.004554,176.350822239624
"FALSE POSITIVE",9596089,"K03675.01",89.54,0.702,7,2.298,-0.3037,192.906861120318
"FALSE POSITIVE",5738506,"K03676.01",89.76,0.1,15,0,-0.2902,-1.514
"FALSE POSITIVE",3340313,"K03677.01",88.78,0.9045,7,2.291,0.08242,287.737889273356
"CANDIDATE",4150804,"K03678.01",89.79,0.4077,13,2.001,6.803e-05,36.0290286564942
"FALSE POSITIVE",5021174,"K03679.01",89.75,0.1,15,0,-0.1372,-0.6729
"CANDIDATE",9025971,"K03680.01",89.93,0.2234,32,0.2191,-0.0004517,12.2220193536608
"CANDIDATE",2581316,"K03681.01",89.89,0.166,23,2.764,-6.196e-05,90.4907975460123
"CANDIDATE",2581316,"K03681.02",84.68,0.8988,23,1.966,-0.000105,0.475802209363493
"FALSE POSITIVE",8621353,"K03682.01",87.84,0.7572,15,2.54,0.03343,190.105787181083
"CANDIDATE",10795103,"K03683.01",89.97,0.05065,23,0.1927,-3.199e-05,27.4300548024228
"FALSE POSITIVE",9394601,"K03684.01",84.6,0.2788,7,-10.53,-0.00103,1036.40339593517
"FALSE POSITIVE",8494410,"K03685.01",89.79,0.9571,7,1.842,-0.000619,211.595547309833
"CANDIDATE",8494410,"K03685.02",80.52,0.8376,7,2.063,0.0001188,0.780657103192966
"FALSE POSITIVE",9719636,"K03686.01",88.52,0.2698,7,1.963,0.05656,46.5687919463087
"FALSE POSITIVE",2452440,"K03687.01",87.04,0.6044,7,2.848,0.01719,66.5862484921592
"FALSE POSITIVE",5020034,"K03688.01",76.9,0.7515,7,-43.41,0.05831,988.556041736789
"CANDIDATE",7017372,"K03689.01",85.95,0.6984,7,-0.3241,-0.0001846,12.6219956300073
"FALSE POSITIVE",9715939,"K03690.01",87.32,0.9605,7,0.5147,0.004078,192.32585596222
"FALSE POSITIVE",4751083,"K03691.01",84.42,0.9072,7,2.472,-0.06506,333.266088359895
"CANDIDATE",5903301,"K03692.01",73.34,0.9,7,-29.98,-0.0005566,281.646655231561
"FALSE POSITIVE",7695087,"K03693.01",74.1,0.9548,7,-10.57,0.04132,69.8159083014936
"FALSE POSITIVE",6200709,"K03694.01",85.52,0.6346,7,2.017,-0.003616,70.3185703185703
"FALSE POSITIVE",8043052,"K03695.01",81.83,0.9,7,3.458,0.0004491,9.2339229237437
"FALSE POSITIVE",5435816,"K03696.01",89.72,0.9329,7,1.891,-0.001154,138.753651411879
"FALSE POSITIVE",8559589,"K03697.01",89.51,0.9996,7,1.652,0.0006492,179.76
"FALSE POSITIVE",4372765,"K03698.01",89.2,0.36,7,2.541,0,87.7355005541189
"FALSE POSITIVE",2438490,"K03699.01",82.12,0.8957,7,1.301,-0.001798,187.860262008734
"FALSE POSITIVE",3838496,"K03700.01",81.82,0.5889,15,-21.12,0.01921,567.366579177603
"FALSE POSITIVE",6470521,"K03701.01",52.95,1,7,-10.4,0,11.2702156334232
"FALSE POSITIVE",2449090,"K03702.01",84.51,0.9181,15,1.582,-0.06332,467.05346042271
"FALSE POSITIVE",5652260,"K03703.01",83.76,0.891,7,0.2163,-0.01955,192.798541476755
"FALSE POSITIVE",2569494,"K03704.01",89.94,0.003394,7,-7.49,0,128.406655098499
"FALSE POSITIVE",6470516,"K03705.01",88.93,0.1,7,0,0,-1.522
"FALSE POSITIVE",7770471,"K03706.01",89.26,0.1,7,0,0,-0.3588
"FALSE POSITIVE",5130380,"K03707.01",87.77,0.5834,7,2.662,-0.01609,59.2290585618977
"FALSE POSITIVE",6314173,"K03708.01",88.8,0.1,7,0,0,-1.186
"FALSE POSITIVE",2576107,"K03709.01",89.74,0.9153,7,2.152,0.02566,135.230352303523
"FALSE POSITIVE",9532421,"K03710.01",85.56,0.9083,7,3.826,-0.029,111.971472236373
"FALSE POSITIVE",5653849,"K03711.01",87.61,0.7905,7,4.852,-0.04754,114.590443686007
"FALSE POSITIVE",2437060,"K03712.01",81.22,0.6324,7,0,0.009735,137.61329305136
"FALSE POSITIVE",8127648,"K03713.01",77.06,0.9,15,-35.4,-0.07658,648.168103448276
"FALSE POSITIVE",11564013,"K03714.01",86,0.7463,7,2.216,0.003864,1.47737645064546
"FALSE POSITIVE",4937143,"K03715.01",85.13,0.93,7,2.402,-0.01008,134.072580645161
"FALSE POSITIVE",8719324,"K03716.01",85.97,0.9979,13,1.303,6.79e-05,86.1575178997613
"FALSE POSITIVE",8719324,"K03716.02",72.54,0.9918,13,1.463,1.914e-05,43.580142529291
"FALSE POSITIVE",11241814,"K03717.01",89.73,0.9789,7,1.625,-0.002535,101.379053298546
"FALSE POSITIVE",5036537,"K03718.01",67.53,0.9,7,-4.362,-0.3866,20.752992383025
"FALSE POSITIVE",9837083,"K03719.01",75.35,0.9002,13,2.49,0.007381,222.431208638105
"FALSE POSITIVE",10735331,"K03720.01",89.66,0.9774,5,1.963,-0.00028,291.719171917192
"FALSE POSITIVE",7763269,"K03721.01",83.97,0.9925,7,-1.342,7.07e-06,60.7589658048374
"FALSE POSITIVE",8365739,"K03722.01",72.48,0.8804,7,1.459,-0.001076,598.432676323913
"FALSE POSITIVE",5471606,"K03723.01",60.68,0.7782,13,0,0,3.50833513747564
"FALSE POSITIVE",11200405,"K03724.01",85.84,0.6834,7,1.476,-0.000631,34.8371134020619
"FALSE POSITIVE",3459199,"K03725.01",59.46,0.9775,18,0,-8.684e-05,541.046068583305
"FALSE POSITIVE",6973796,"K03726.01",89.93,0.4478,7,3.687,0.009906,8.90887986070807
"CANDIDATE",7515679,"K03728.01",84.03,0.8998,7,-1.073,3.398e-05,17.5707034082669
"FALSE POSITIVE",9674592,"K03729.01",79.84,0.9995,7,1.444,0.111,124.063205417607
"FALSE POSITIVE",9674592,"K03729.02",76.57,0.9988,7,0.4023,0.1016,111.994989038522
"FALSE POSITIVE",10879213,"K03730.01",88.89,0.1,15,0,-1.709,-0.5077
"FALSE POSITIVE",5650314,"K03731.01",57.23,0.9131,7,-5.082,0.05467,285.23194362889
"FALSE POSITIVE",8302302,"K03732.01",88.6,0.1,7,0,0,-0.3691
"FALSE POSITIVE",9655858,"K03733.01",89.07,0.908,15,0.4355,0.3247,56.9849874895746
"FALSE POSITIVE",10275880,"K03734.01",66.03,1,5,0.7317,0.2879,10.3013544018059
"FALSE POSITIVE",2166200,"K03735.01",87.04,0.9047,7,-0.5536,0.01143,116.135328562134
"FALSE POSITIVE",3547315,"K03736.01",67.13,0.9,7,-144,-0.01385,283.660492120542
"FALSE POSITIVE",6933781,"K03737.01",89.41,0.999,5,1.091,0.003565,73.2192737430168
"FALSE POSITIVE",5478083,"K03738.01",88.66,1,15,4.018,0.392,21.7676348547718
"FALSE POSITIVE",10857342,"K03739.01",88.82,0.1,7,0,0,-1.173
"FALSE POSITIVE",5215700,"K03740.01",88.17,0.1,7,0,0,-0.856
"FALSE POSITIVE",8780959,"K03741.01",45.58,0.9996,7,-46.68,0,235.485621269669
"FALSE POSITIVE",8780959,"K03741.02",82.9,0.8761,7,1.284,0,0.509428805684613
"CANDIDATE",8780959,"K03741.03",82.6,0.9045,7,1.858,0,1.03238969650599
"FALSE POSITIVE",8780959,"K03741.04",89.86,0.1,7,0,0,-0.04983
"FALSE POSITIVE",5565486,"K03742.01",88.44,0.1,7,0,0.113,-0.5355
"FALSE POSITIVE",4935914,"K03743.01",84.36,0.9036,15,2.055,-0.001214,88.6994949494949
"FALSE POSITIVE",11303811,"K03744.01",83.26,0.9046,7,5.356,0.009215,2.27564549895324
"FALSE POSITIVE",2437783,"K03745.01",86.35,0.9103,15,1.239,0.0251,103.929471032746
"FALSE POSITIVE",12062660,"K03746.01",75.05,0.9314,15,0.5686,0.01474,343.270008084074
"FALSE POSITIVE",9777087,"K03747.01",84.91,0.9547,7,1.097,0.1519,72.0102871838834
"FALSE POSITIVE",4247807,"K03748.01",49.27,1,7,-3.241,0.04681,7.29407379798733
"FALSE POSITIVE",11547869,"K03749.01",88.86,0.9027,54,0.8127,0.01141,35.5770020533881
"FALSE POSITIVE",7700590,"K03750.01",60.05,1,7,1.805,0,241.738251642244
"FALSE POSITIVE",9053086,"K03751.01",79.32,0.7139,7,2.19,-0.001871,134.500426985482
"FALSE POSITIVE",6314185,"K03752.01",88.56,0.1,7,0,0.04548,-0.2365
"FALSE POSITIVE",8620561,"K03753.01",83.37,0.5503,7,4.935,0,990.662931839402
"FALSE POSITIVE",8937019,"K03754.01",88.63,0.8468,15,0.07062,-0.05765,16.5929861849097
"FALSE POSITIVE",9896435,"K03755.01",88.82,0.9011,13,2.844,-0.02809,188.362327534493
"FALSE POSITIVE",10352938,"K03756.01",83.96,0.6203,13,1.655,-0.003492,19.7164641410531
"FALSE POSITIVE",6863161,"K03757.01",61.56,0.9613,7,-19.4,0,69.3886966551326
"FALSE POSITIVE",7840035,"K03758.01",86.93,0.9114,7,2.549,-0.01904,136.186770428016
"FALSE POSITIVE",8543279,"K03759.01",86.26,0.9674,7,2.162,0,88.6430678466077
"FALSE POSITIVE",8047283,"K03760.01",68.95,0.8998,7,1.673,0,174.188141630002
"FALSE POSITIVE",8308347,"K03761.01",89.94,0.1,7,0,0.003808,-1.12
"CANDIDATE",11518142,"K03762.01",89.68,0.5704,26,2.114,0.00617,8.98408812729498
"FALSE POSITIVE",3114667,"K03763.01",89.16,0.1,13,0,0.3618,-0.5063
"FALSE POSITIVE",3344427,"K03764.01",79.56,0.6833,7,0,0,399.308224442736
"FALSE POSITIVE",12109845,"K03765.01",84.26,0.496,7,9.111,-0.003774,20.4920212765957
"FALSE POSITIVE",8323764,"K03767.01",85.42,0.8983,7,1.703,-0.007325,88.741418764302
"FALSE POSITIVE",5360082,"K03768.01",86.57,0.3926,7,9.635,-0.00146,111.540785498489
"FALSE POSITIVE",6543683,"K03769.01",48.55,0.9231,7,0,0,606.741573033708
"CANDIDATE",5008245,"K03770.01",82.82,0.7227,7,-1.909,-0.001532,3.71647509578544
"CANDIDATE",10555365,"K03771.01",87.12,0.5522,7,2.133,0.005007,9.87269534679544
"FALSE POSITIVE",5481426,"K03772.01",81.96,0.9998,15,-2.904,0.01461,98.5722130697419
"FALSE POSITIVE",10268903,"K03773.01",84.98,0.6209,13,3.663,-0.02991,22.6843817787419
"FALSE POSITIVE",7220320,"K03775.01",88.25,0.1,7,0,-0.01916,-0.225
"FALSE POSITIVE",9291378,"K03776.01",51.49,1,7,-2.397,0,0.0168167755242351
"FALSE POSITIVE",4075067,"K03777.01",83.74,1,7,0.8555,0.001479,77.1739130434783
"FALSE POSITIVE",12405950,"K03778.01",82.45,0.9654,5,1.048,0.0002033,66.2009132420092
"FALSE POSITIVE",5206233,"K03779.01",83.98,0.9402,7,3.145,0.02514,57.871198568873
"FALSE POSITIVE",6775985,"K03780.01",88.14,0.9696,7,1.499,-0.004303,54.8742582650466
"FALSE POSITIVE",3324644,"K03781.01",73.81,0.6915,7,-14.37,-0.0003002,48.8692946058091
"FALSE POSITIVE",11357192,"K03782.01",89.77,0.973,7,0.5973,0.001282,56.6984800282786
"CANDIDATE",9533489,"K03783.01",89.92,0.8528,13,2.056,-0.0004686,2.58630527817404
"FALSE POSITIVE",5688997,"K03784.01",88.05,0.9775,7,1.085,0.0004486,48.1388189196753
"FALSE POSITIVE",4073730,"K03785.01",21.12,0.9657,5,-2.293,0.0001234,4.87229317046085
"FALSE POSITIVE",2854948,"K03786.01",31.27,0.9969,7,0.1177,-7.945e-05,3.37639270143711
"FALSE POSITIVE",7813039,"K03787.01",89.86,0.9396,32,1.883,-0.0004661,46.7423382519864
"FALSE POSITIVE",9405541,"K03788.01",82.9,0.9999,13,0,-0.01042,359.486447931526
"FALSE POSITIVE",8906045,"K03789.01",55.6,0.9098,7,0,0.0006403,3.87528656579551
"FALSE POSITIVE",7296094,"K03790.01",79.86,0.7188,15,-8.35,-0.0008867,142.323469088778
