"koi_disposition","kepid","kepoi_name","tce_chisq1","tce_steff_prov","boot_fap","tce_fwm_pdeco"
"CANDIDATE",3348216,"K03448.01",267.9,26,3.5692e-32,-0.0001976
"FALSE POSITIVE",10798838,"K03449.01",19160,5,0,0.001246
"FALSE POSITIVE",8560940,"K03450.01",283.5,5,2.8443e-32,-0.0002728
"CANDIDATE",10793576,"K03451.01",174.6,8,8.2677e-20,2.541e-05
"FALSE POSITIVE",7021177,"K03452.01",3503000,5,-1,-0.02252
"FALSE POSITIVE",4932689,"K03453.01",269.8,8,1.6723e-21,0.02153
"FALSE POSITIVE",7122259,"K03454.01",2921000,8,0,0
"CANDIDATE",6947668,"K03455.01",479.4,8,1.1577e-24,3.3e-05
"CANDIDATE",6364582,"K03456.01",127.8,23,4.8996e-29,6.209e-05
"FALSE POSITIVE",9834257,"K03457.01",4595,5,0,0.02798
"CANDIDATE",6118370,"K03458.01",459.8,8,3.7369e-23,0.0001147
"CANDIDATE",2717158,"K03459.01",565.7,5,4.9715e-29,0.0003041
"CANDIDATE",9664276,"K03460.01",93.88,26,1.9593e-31,0.0002393
"FALSE POSITIVE",2437112,"K03461.01",416.1,5,1.5568e-19,0.006533
"FALSE POSITIVE",2437112,"K03461.02",379.9,5,2.5332e-15,0.004629
"CANDIDATE",9967009,"K03462.01",430,26,1.3956e-19,-0.0001931
"CANDIDATE",9967009,"K03462.02",219.9,26,4.7745e-20,0.0004002
"CANDIDATE",5294945,"K03463.01",222.9,5,1.7223e-16,5.616e-05
"FALSE POSITIVE",11874338,"K03464.01",526.9,5,5.403e-159,-4.942e-05
"CANDIDATE",9763612,"K03465.01",508.4,26,1.3593e-21,9.429e-05
"FALSE POSITIVE",9468384,"K03466.01",615900,8,-1,-0.4031
"FALSE POSITIVE",7121885,"K03467.01",1324000,8,0,0.01772
"CANDIDATE",5213404,"K03468.01",385.7,26,1.1708e-30,0.0001006
"CANDIDATE",4844470,"K03469.01",84.57,5,7.3713e-27,-0.0002878
"CANDIDATE",9995771,"K03470.01",251.9,26,1.1283e-30,0.0004649
"CANDIDATE",9995771,"K03470.02",413.9,26,1.6336e-21,-0.000429
"FALSE POSITIVE",11875511,"K03471.01",5898,5,0,0.002041
"CANDIDATE",9536108,"K03472.01",783.7,5,2.5839e-20,-0.0004346
"CANDIDATE",8905246,"K03473.01",221.5,5,4.7466e-149,0.0001739
"CANDIDATE",5213230,"K03474.01",148.5,26,1.0275e-32,-0.0001098
"FALSE POSITIVE",5986209,"K03476.01",1863000,8,-1,0.4736
"FALSE POSITIVE",9226339,"K03477.01",381.2,47,2.5949e-28,-0.0007415
"CANDIDATE",7742408,"K03478.01",180.5,5,1.8779e-32,0.0003175
"FALSE POSITIVE",6525209,"K03479.01",612500,5,0,0.0358
"FALSE POSITIVE",6525209,"K03479.02",22320,5,0,0.01032
"CANDIDATE",9843517,"K03480.01",521.2,5,4.1201e-19,0.0001965
"CANDIDATE",8812045,"K03481.01",270,26,5.0322e-26,9.326e-05
"CANDIDATE",7288444,"K03482.01",567.1,26,4.4539e-30,-7.026e-05
"CANDIDATE",3101923,"K03483.01",94.8,26,3.144e-21,0.0002149
"CANDIDATE",10881457,"K03484.01",73.12,26,7.6454e-40,-0.0003423
"FALSE POSITIVE",5471289,"K03485.01",728.7,5,5.266e-87,-0.0002739
"CANDIDATE",8121328,"K03486.01",409.9,5,1.0751e-49,2.511e-05
"FALSE POSITIVE",9783760,"K03487.01",131300,5,0,0.1673
"FALSE POSITIVE",9528430,"K03489.01",233600,5,0,0.00175
"FALSE POSITIVE",8882847,"K03490.01",180.3,13,1.0341e-37,0.0002916
"FALSE POSITIVE",12164634,"K03491.01",201800,5,0,-0.000449
"FALSE POSITIVE",5193077,"K03492.01",294.9,5,1.301e-32,-0.004496
"CANDIDATE",8880123,"K03493.01",164.8,26,8.3903e-33,0.0001668
"CANDIDATE",8231667,"K03494.01",181.2,8,5.6178e-33,0.0007147
"CANDIDATE",9474756,"K03495.01",468.7,26,2.6137e-20,-9.548e-05
"CANDIDATE",9474756,"K03495.02",1101,26,1.0249e-15,-0.000382
"CANDIDATE",7517261,"K03496.01",343.1,13,1.5113e-37,-9.411e-05
"CANDIDATE",7517261,"K03496.02",868.6,13,2.1942e-21,1.84e-05
"CANDIDATE",8424002,"K03497.01",334.1,41,6.7381e-59,5.896e-05
"FALSE POSITIVE",8635938,"K03498.01",353.2,5,8.1813e-152,-0.0002197
"FALSE POSITIVE",5471688,"K03499.01",637.4,8,2.5708e-64,-0.0008708
"CANDIDATE",6058816,"K03500.01",101,26,8.1103e-103,-5.691e-05
"CANDIDATE",6058816,"K03500.02",1709,26,8.6046e-21,-4.915e-05
"FALSE POSITIVE",6286161,"K03501.01",499200,8,-1,-0.2159
"FALSE POSITIVE",5385471,"K03502.01",791.7,5,1.1777e-124,0.0007852
"CANDIDATE",6368175,"K03503.01",430.5,5,1.4147e-17,-0.0001897
"FALSE POSITIVE",5471158,"K03504.01",716.7,5,3.2337e-90,-0.0004668
"FALSE POSITIVE",4847843,"K03505.01",284.6,5,1.8398e-113,0.08775
"FALSE POSITIVE",8719419,"K03506.01",19660,5,-1,-0.0002114
"CANDIDATE",6697817,"K03508.01",42.54,26,8.892e-25,0.0004715
"FALSE POSITIVE",3439096,"K03509.01",2404,5,5.754e-65,0.0002766
"FALSE POSITIVE",9028474,"K03510.01",10540000,5,0,-0.1412
"FALSE POSITIVE",3644542,"K03511.01",356800000,8,0,-0.09324
"FALSE POSITIVE",6182849,"K03512.01",25920000,5,-1,0
"FALSE POSITIVE",9851142,"K03513.01",5417000,54,0,-0.3099
"FALSE POSITIVE",7117003,"K03514.01",22780000,5,-1,-0.002133
"FALSE POSITIVE",3240159,"K03515.01",7678000,5,0,-0.1047
"FALSE POSITIVE",9658118,"K03516.01",26870000,8,-1,-0.002065
"FALSE POSITIVE",7132542,"K03517.01",7788000,5,-1,0.03727
"FALSE POSITIVE",8589754,"K03518.01",28090000,8,0,0.1125
"CANDIDATE",3757590,"K03520.01",1761000,18,-1,0.03672
"FALSE POSITIVE",5456023,"K03521.01",3470000,5,-1,-0.1072
"CANDIDATE",12021387,"K03522.01",1081000,18,0,-0.03001
"FALSE POSITIVE",8044608,"K03523.01",1766000,5,0,0.0001193
"FALSE POSITIVE",8760135,"K03524.01",2293000,5,-1,0.02466
"FALSE POSITIVE",4073707,"K03525.01",13920000,8,0,0.05698
"FALSE POSITIVE",10292238,"K03526.01",365700,5,0,-0.01484
"FALSE POSITIVE",8733497,"K03527.01",1016000,5,0,0.06174
"FALSE POSITIVE",4255422,"K03528.01",988200,13,0,0.0002637
"FALSE POSITIVE",9837544,"K03529.01",1466000,8,-1,0.6105
"FALSE POSITIVE",7877824,"K03530.01",5348000,8,-1,0.006441
"FALSE POSITIVE",6947164,"K03531.01",1097000,5,0,0.00209
"FALSE POSITIVE",10748621,"K03532.01",519400,5,-1,-0.4087
"FALSE POSITIVE",4824268,"K03533.01",1446000,5,0,0.00293
"FALSE POSITIVE",6431670,"K03534.01",941100,8,-1,0.02406
"FALSE POSITIVE",7376500,"K03535.01",2973000,8,-1,0
"FALSE POSITIVE",7987086,"K03536.01",868300,13,0,-0.001058
"FALSE POSITIVE",7374746,"K03537.01",5199000,8,-1,-0.3223
"FALSE POSITIVE",8668810,"K03538.01",836500,5,-1,0.09077
"FALSE POSITIVE",8868907,"K03539.01",111600,5,0,0.0001004
"CANDIDATE",8868364,"K03541.01",187300,13,0,0.003877
"FALSE POSITIVE",3964545,"K03542.01",1919000,8,-1,0.01977
"FALSE POSITIVE",9656397,"K03543.01",6002000,5,-1,-0.04275
"FALSE POSITIVE",3735629,"K03544.01",2667000,8,-1,-0.2642
"FALSE POSITIVE",8244173,"K03545.01",12650000,8,-1,0
"FALSE POSITIVE",7287391,"K03546.01",804900,13,-1,0.03058
"FALSE POSITIVE",6756202,"K03547.01",838600,5,0,-0.004704
"FALSE POSITIVE",10215869,"K03548.01",347300,8,-1,-0.116
"FALSE POSITIVE",2307206,"K03549.01",365800,5,-1,0.1032
"FALSE POSITIVE",7025540,"K03550.01",8147000,8,0,0.1685
"FALSE POSITIVE",7620844,"K03551.01",305900,5,0,-0.07698
"FALSE POSITIVE",6233466,"K03552.01",2614000,8,-1,0.0005509
"FALSE POSITIVE",11249624,"K03553.01",470300,5,0,-0.0001712
"CANDIDATE",6426592,"K03554.01",438600,5,-1,-5.79e-05
"FALSE POSITIVE",8491745,"K03555.01",638900,5,0,4.378e-05
"FALSE POSITIVE",3970117,"K03556.01",366100,5,0,0.03303
"FALSE POSITIVE",5534965,"K03557.01",304400,18,0,0.0006052
"FALSE POSITIVE",9965206,"K03558.01",358300,8,0,-0.074
"FALSE POSITIVE",4848423,"K03560.01",110500000,18,-1,0
"FALSE POSITIVE",11403216,"K03561.01",781800,8,0,-0.1675
"FALSE POSITIVE",9948002,"K03562.01",401000,5,0,-0.000259
"FALSE POSITIVE",5264304,"K03563.01",298200,8,0,-0.2585
"FALSE POSITIVE",10960995,"K03564.01",954200,8,-1,0
"FALSE POSITIVE",9592575,"K03565.01",2610000,8,0,-0.2109
"FALSE POSITIVE",7898576,"K03566.01",2574000,8,0,0.0132
"FALSE POSITIVE",11671429,"K03567.01",1490000,18,-1,0
"FALSE POSITIVE",9773869,"K03568.01",622600,8,-1,0.1442
"FALSE POSITIVE",6707942,"K03569.01",64580,8,0,-0.005072
"FALSE POSITIVE",5023948,"K03570.01",4803000,8,0,0
"FALSE POSITIVE",5113053,"K03571.01",7733000,8,-1,0
"CANDIDATE",4743508,"K03572.01",808300,8,0,0.0125
"FALSE POSITIVE",10068919,"K03573.01",188600,5,0,-0.001461
"FALSE POSITIVE",7353970,"K03574.01",133100,31,0,-0.06276
"FALSE POSITIVE",12316447,"K03575.01",346300,8,-1,-0.07467
"FALSE POSITIVE",10491554,"K03576.01",657300,8,0,0.09571
"FALSE POSITIVE",9785454,"K03577.01",136400,5,0,-0.004236
"FALSE POSITIVE",10464666,"K03578.01",78310,5,0,-0.0004439
"FALSE POSITIVE",5024292,"K03579.01",4750000,8,-1,0.1663
"FALSE POSITIVE",4659255,"K03580.01",136300,5,0,-0.003237
"FALSE POSITIVE",8263746,"K03581.01",318000,8,-1,0
"FALSE POSITIVE",3428468,"K03582.01",132300,5,0,-0.004703
"FALSE POSITIVE",5130740,"K03583.01",151500,8,0,-0.03001
"FALSE POSITIVE",9892471,"K03584.01",180300,5,0,-0.0003351
"FALSE POSITIVE",2019076,"K03585.01",260700,5,0,0.008215
"FALSE POSITIVE",7376490,"K03586.01",129700,5,0,0.0168
"FALSE POSITIVE",11968513,"K03587.01",2303000,57,-1,0
"FALSE POSITIVE",9656543,"K03588.01",1857000,8,-1,0.1235
"FALSE POSITIVE",10751515,"K03589.01",95320,8,0,-0.06699
"FALSE POSITIVE",3348093,"K03590.01",470500,8,0,0.008523
"FALSE POSITIVE",6182846,"K03591.01",374600,5,-1,-0.7533
"FALSE POSITIVE",9851126,"K03592.01",332200,13,-1,-0.0008748
"FALSE POSITIVE",3442054,"K03593.01",116100,5,0,0.0002266
"FALSE POSITIVE",4079530,"K03594.01",32950,8,0,0.2356
"FALSE POSITIVE",10677186,"K03595.01",18560,8,0,-0.001719
"FALSE POSITIVE",9025914,"K03596.01",339200,8,0,0.2285
"FALSE POSITIVE",9366988,"K03597.01",417800,8,-1,0
"FALSE POSITIVE",2437149,"K03598.01",105500,8,-1,0.06811
"FALSE POSITIVE",9715925,"K03599.01",60390,8,0,0.01322
"FALSE POSITIVE",9529733,"K03600.01",971400,8,-1,-0.00031
"FALSE POSITIVE",9613070,"K03601.01",167000,8,-1,-0.0012
"FALSE POSITIVE",10845188,"K03602.01",34450,5,0,-0.0003703
"FALSE POSITIVE",5730394,"K03603.01",1782000,8,-1,0.1178
"FALSE POSITIVE",6956216,"K03604.01",437500,13,0,0.01871
"FALSE POSITIVE",6137704,"K03605.01",64270,5,0,0.001566
"FALSE POSITIVE",10275074,"K03606.01",359100,8,0,0.0007881
"FALSE POSITIVE",9110346,"K03607.01",6165000,8,-1,0
"FALSE POSITIVE",10259301,"K03608.01",23050,5,0,-0.00447
"FALSE POSITIVE",6233903,"K03609.01",1004000,8,0,-0.2092
"FALSE POSITIVE",7212066,"K03610.01",194400,8,0,0.02248
"FALSE POSITIVE",6675060,"K03611.01",84720,8,0,0.2442
"FALSE POSITIVE",10518735,"K03612.01",92250,8,0,0.239
"FALSE POSITIVE",6546508,"K03613.01",228900,8,-1,-3.054e-05
"FALSE POSITIVE",9886224,"K03614.01",39380,8,0,0
"FALSE POSITIVE",3735634,"K03615.01",92820,5,0,-0.1206
"FALSE POSITIVE",6058875,"K03616.01",5821000,8,-1,0.2571
"FALSE POSITIVE",10735564,"K03617.01",7297000,8,-1,-0.08205
"FALSE POSITIVE",9636559,"K03618.01",85600,8,0,0.06515
"FALSE POSITIVE",8095110,"K03619.01",2416000,5,0,0.0779
"FALSE POSITIVE",11499263,"K03620.01",46710,5,0,0.001094
"FALSE POSITIVE",9775253,"K03621.01",9384,13,0,-0.006933
"FALSE POSITIVE",6677267,"K03622.01",26090,5,0,0.1014
"FALSE POSITIVE",7732791,"K03623.01",76950,5,0,0.001797
"FALSE POSITIVE",8177798,"K03624.01",348600,8,0,-0.001079
"FALSE POSITIVE",10489521,"K03625.01",2187000,8,-1,0.4907
"FALSE POSITIVE",12643582,"K03626.01",40320,8,0,0.1129
"FALSE POSITIVE",10091110,"K03627.01",44960,8,0,0.00504
"FALSE POSITIVE",10091110,"K03627.02",13740,8,0,0.002896
"FALSE POSITIVE",3542574,"K03628.01",229700,14,0,0
"FALSE POSITIVE",3544694,"K03629.01",155000,8,-1,-0.09485
"FALSE POSITIVE",10259029,"K03630.01",44660,8,0,-0.1389
"FALSE POSITIVE",8299947,"K03631.01",203100,14,-1,-0.05579
"FALSE POSITIVE",3335813,"K03632.01",24540,5,0,0.01414
"FALSE POSITIVE",11858741,"K03633.01",165000,14,-1,-0.1033
"FALSE POSITIVE",6363494,"K03634.01",1562000,8,-1,-0.0006639
"FALSE POSITIVE",3327992,"K03635.01",936300,8,0,0
"FALSE POSITIVE",5649206,"K03636.01",201400,14,-1,-0.08167
"FALSE POSITIVE",5193384,"K03637.01",32070,57,0,-0.4249
"FALSE POSITIVE",5181804,"K03638.01",28720,8,0,0.01822
"FALSE POSITIVE",10491544,"K03639.01",195800,5,0,0.1098
"FALSE POSITIVE",8052474,"K03640.01",17650,13,0,1.658e-05
"FALSE POSITIVE",3534118,"K03641.01",10370,31,0,0.001915
"FALSE POSITIVE",3534118,"K03641.02",78.96,31,3.1974e-22,0.0001891
"FALSE POSITIVE",2441161,"K03642.01",51800,8,0,0.04592
"FALSE POSITIVE",3231120,"K03643.01",75720,8,0,0.02099
"FALSE POSITIVE",12216706,"K03644.01",1562000,8,-1,0.02167
"FALSE POSITIVE",5816806,"K03645.01",196600,14,-1,-0.0195
"FALSE POSITIVE",6531496,"K03646.01",24830,8,0,0
"FALSE POSITIVE",6531496,"K03646.02",2382,8,0,0
"FALSE POSITIVE",9661869,"K03647.01",11260,8,0,0.09882
"FALSE POSITIVE",3097352,"K03648.01",34580,8,0,0.01508
"FALSE POSITIVE",6066379,"K03649.01",718500,8,-1,0
"FALSE POSITIVE",6227560,"K03650.01",7438,8,0,-0.00284
"FALSE POSITIVE",5866104,"K03651.01",11700,14,0,-0.009974
"FALSE POSITIVE",8256044,"K03652.01",25070,8,0,-0.01137
"FALSE POSITIVE",8780968,"K03653.01",2565000,8,-1,0
"FALSE POSITIVE",6960446,"K03654.01",80520,8,0,-0.02594
"FALSE POSITIVE",8264097,"K03655.01",65880,14,0,-0.3509
"FALSE POSITIVE",6312521,"K03656.01",77210,8,0,-0.06053
"FALSE POSITIVE",4579321,"K03657.01",128800,14,-1,0
"FALSE POSITIVE",1575690,"K03658.01",215500,18,0,-0.002074
"FALSE POSITIVE",4386047,"K03659.01",50070,8,-1,0.02332
"FALSE POSITIVE",5103998,"K03660.01",24060,5,0,0.03087
"FALSE POSITIVE",7910148,"K03661.01",5927,5,0,0.06524
"FALSE POSITIVE",12459731,"K03662.01",13380,8,0,0.06573
"CANDIDATE",12735740,"K03663.01",1906,23,0,2.971e-05
"FALSE POSITIVE",4678875,"K03664.01",9408000,5,-1,-5.989
"FALSE POSITIVE",7812175,"K03665.01",10910,14,-1,-0.04045
"FALSE POSITIVE",7708193,"K03666.01",89550,8,0,0.02295
"FALSE POSITIVE",11200767,"K03667.01",17320,5,0,0.002368
"FALSE POSITIVE",8589731,"K03668.01",22380,5,0,0.02423
"FALSE POSITIVE",4356766,"K03669.01",2904000,8,-1,-0.7368
"FALSE POSITIVE",2167890,"K03670.01",10680,57,0,0.004302
"FALSE POSITIVE",10383696,"K03671.01",32880,8,0,-0.05636
"FALSE POSITIVE",9777090,"K03672.01",24260,8,0,0.2807
"FALSE POSITIVE",11455484,"K03673.01",26230,14,0,0.02081
"FALSE POSITIVE",2446623,"K03674.01",2728,5,0,0.004554
"FALSE POSITIVE",9596089,"K03675.01",1898,8,0,-0.3037
"FALSE POSITIVE",5738506,"K03676.01",49960,14,-1,-0.2902
"FALSE POSITIVE",3340313,"K03677.01",6862,8,0,0.08242
"CANDIDATE",4150804,"K03678.01",5053,13,0,6.803e-05
"FALSE POSITIVE",5021174,"K03679.01",30170,14,-1,-0.1372
"CANDIDATE",9025971,"K03680.01",730.6,31,0,-0.0004517
"CANDIDATE",2581316,"K03681.01",32580,23,0,-6.196e-05
"CANDIDATE",2581316,"K03681.02",776.5,23,6.4642e-84,-0.000105
"FALSE POSITIVE",8621353,"K03682.01",18300,14,0,0.03343
"CANDIDATE",10795103,"K03683.01",4421,23,0,-3.199e-05
"FALSE POSITIVE",9394601,"K03684.01",3566000,5,-1,-0.00103
"FALSE POSITIVE",8494410,"K03685.01",3746,5,0,-0.000619
"CANDIDATE",8494410,"K03685.02",1079,5,4.1308e-233,0.0001188
"FALSE POSITIVE",9719636,"K03686.01",3194,8,0,0.05656
"FALSE POSITIVE",2452440,"K03687.01",7441,8,0,0.01719
"FALSE POSITIVE",5020034,"K03688.01",373500,8,0,0.05831
"CANDIDATE",7017372,"K03689.01",192.4,8,0,-0.0001846
"FALSE POSITIVE",9715939,"K03690.01",3291,8,0,0.004078
"FALSE POSITIVE",4751083,"K03691.01",19200,8,0,-0.06506
"CANDIDATE",5903301,"K03692.01",10460,8,0,-0.0005566
"FALSE POSITIVE",7695087,"K03693.01",8785,8,0,0.04132
"FALSE POSITIVE",6200709,"K03694.01",6649,8,0,-0.003616
"FALSE POSITIVE",8043052,"K03695.01",20200,5,0,0.0004491
"FALSE POSITIVE",5435816,"K03696.01",2735,5,0,-0.001154
"FALSE POSITIVE",8559589,"K03697.01",4566,5,0,0.0006492
"FALSE POSITIVE",4372765,"K03698.01",14740,8,-1,0
"FALSE POSITIVE",2438490,"K03699.01",7312,8,0,-0.001798
"FALSE POSITIVE",3838496,"K03700.01",108100,14,-1,0.01921
"FALSE POSITIVE",6470521,"K03701.01",308400,5,-1,0
"FALSE POSITIVE",2449090,"K03702.01",23600,14,0,-0.06332
"FALSE POSITIVE",5652260,"K03703.01",7167,8,0,-0.01955
"FALSE POSITIVE",2569494,"K03704.01",46100,8,0,0
"FALSE POSITIVE",6470516,"K03705.01",12590000,8,-1,0
"FALSE POSITIVE",7770471,"K03706.01",7590000,8,-1,0
"FALSE POSITIVE",5130380,"K03707.01",2552,8,0,-0.01609
"FALSE POSITIVE",6314173,"K03708.01",600200,8,-1,0
"FALSE POSITIVE",2576107,"K03709.01",1446,5,0,0.02566
"FALSE POSITIVE",9532421,"K03710.01",1506,8,0,-0.029
"FALSE POSITIVE",5653849,"K03711.01",203200,5,0,-0.04754
"FALSE POSITIVE",2437060,"K03712.01",69310,8,0,0.009735
"FALSE POSITIVE",8127648,"K03713.01",46780,14,0,-0.07658
"FALSE POSITIVE",11564013,"K03714.01",5635,8,-1,0.003864
"FALSE POSITIVE",4937143,"K03715.01",3274,8,0,-0.01008
"FALSE POSITIVE",8719324,"K03716.01",5374,13,-1,6.79e-05
"FALSE POSITIVE",8719324,"K03716.02",6774,13,-1,1.914e-05
"FALSE POSITIVE",11241814,"K03717.01",939.4,5,0,-0.002535
"FALSE POSITIVE",5036537,"K03718.01",24110,8,0,-0.3866
"FALSE POSITIVE",9837083,"K03719.01",593100,13,-1,0.007381
"FALSE POSITIVE",10735331,"K03720.01",7894,5,0,-0.00028
"FALSE POSITIVE",7763269,"K03721.01",701.9,8,0,7.07e-06
"FALSE POSITIVE",8365739,"K03722.01",29490,5,-1,-0.001076
"FALSE POSITIVE",5471606,"K03723.01",4479000,13,-1,0
"FALSE POSITIVE",11200405,"K03724.01",3257,8,0,-0.000631
"FALSE POSITIVE",3459199,"K03725.01",21390,18,0,-8.684e-05
"FALSE POSITIVE",6973796,"K03726.01",635,8,0,0.009906
"CANDIDATE",7515679,"K03728.01",2349,8,0,3.398e-05
"FALSE POSITIVE",9674592,"K03729.01",8563,8,0,0.111
"FALSE POSITIVE",9674592,"K03729.02",6748,8,0,0.1016
"FALSE POSITIVE",10879213,"K03730.01",148600,14,-1,-1.709
"FALSE POSITIVE",5650314,"K03731.01",62310,8,0,0.05467
"FALSE POSITIVE",8302302,"K03732.01",503700,8,-1,0
"FALSE POSITIVE",9655858,"K03733.01",1603,14,0,0.3247
"FALSE POSITIVE",10275880,"K03734.01",113800,5,0,0.2879
"FALSE POSITIVE",2166200,"K03735.01",3602,8,0,0.01143
"FALSE POSITIVE",3547315,"K03736.01",110000,8,-1,-0.01385
"FALSE POSITIVE",6933781,"K03737.01",1148,5,0,0.003565
"FALSE POSITIVE",5478083,"K03738.01",8186,14,0,0.392
"FALSE POSITIVE",10857342,"K03739.01",22460000,8,-1,0
"FALSE POSITIVE",5215700,"K03740.01",9682000,8,-1,0
"FALSE POSITIVE",8780959,"K03741.01",79410,5,-1,0
"FALSE POSITIVE",8780959,"K03741.02",1164,5,-1,0
"CANDIDATE",8780959,"K03741.03",484.7,5,-1,0
"FALSE POSITIVE",8780959,"K03741.04",264.2,5,-1,0
"FALSE POSITIVE",5565486,"K03742.01",3093000,8,-1,0.113
"FALSE POSITIVE",4935914,"K03743.01",2755,14,0,-0.001214
"FALSE POSITIVE",11303811,"K03744.01",5526,8,1.834e-211,0.009215
"FALSE POSITIVE",2437783,"K03745.01",2558,14,0,0.0251
"FALSE POSITIVE",12062660,"K03746.01",25260,14,0,0.01474
"FALSE POSITIVE",9777087,"K03747.01",1303,8,-1,0.1519
"FALSE POSITIVE",4247807,"K03748.01",94520,8,-1,0.04681
"FALSE POSITIVE",11547869,"K03749.01",560.7,41,0,0.01141
"FALSE POSITIVE",7700590,"K03750.01",291400,8,-1,0
"FALSE POSITIVE",9053086,"K03751.01",296800,8,-1,-0.001871
"FALSE POSITIVE",6314185,"K03752.01",22260,5,-1,0.04548
"FALSE POSITIVE",8620561,"K03753.01",498800,8,-1,0
"FALSE POSITIVE",8937019,"K03754.01",1727,14,0,-0.05765
"FALSE POSITIVE",9896435,"K03755.01",3602,13,0,-0.02809
"FALSE POSITIVE",10352938,"K03756.01",1948,13,0,-0.003492
"FALSE POSITIVE",6863161,"K03757.01",45930,8,0,0
"FALSE POSITIVE",7840035,"K03758.01",1590,8,0,-0.01904
"FALSE POSITIVE",8543279,"K03759.01",1725,8,0,0
"FALSE POSITIVE",8047283,"K03760.01",74690,8,-1,0
"FALSE POSITIVE",8308347,"K03761.01",8029,8,0,0.003808
"CANDIDATE",11518142,"K03762.01",121.6,26,0,0.00617
"FALSE POSITIVE",3114667,"K03763.01",675700,13,-1,0.3618
"FALSE POSITIVE",3344427,"K03764.01",1913000,8,-1,0
"FALSE POSITIVE",12109845,"K03765.01",363900,8,-1,-0.003774
"FALSE POSITIVE",8323764,"K03767.01",933.2,8,0,-0.007325
"FALSE POSITIVE",5360082,"K03768.01",14250,5,0,-0.00146
"FALSE POSITIVE",6543683,"K03769.01",430700,5,0,0
"CANDIDATE",5008245,"K03770.01",390.7,8,0,-0.001532
"CANDIDATE",10555365,"K03771.01",554.8,8,0,0.005007
"FALSE POSITIVE",5481426,"K03772.01",4833,14,-1,0.01461
"FALSE POSITIVE",10268903,"K03773.01",24110,13,-1,-0.02991
"FALSE POSITIVE",7220320,"K03775.01",251700,8,-1,-0.01916
"FALSE POSITIVE",9291378,"K03776.01",12980,8,0,0
"FALSE POSITIVE",4075067,"K03777.01",1588,8,-1,0.001479
"FALSE POSITIVE",12405950,"K03778.01",2385,8,0,0.0002033
"FALSE POSITIVE",5206233,"K03779.01",1548,8,0,0.02514
"FALSE POSITIVE",6775985,"K03780.01",429.1,8,0,-0.004303
"FALSE POSITIVE",3324644,"K03781.01",13210,5,-1,-0.0003002
"FALSE POSITIVE",11357192,"K03782.01",399.9,5,0,0.001282
"CANDIDATE",9533489,"K03783.01",1454,13,0,-0.0004686
"FALSE POSITIVE",5688997,"K03784.01",106.5,8,0,0.0004486
"FALSE POSITIVE",4073730,"K03785.01",19510,5,-1,0.0001234
"FALSE POSITIVE",2854948,"K03786.01",74950,8,-1,-7.945e-05
"FALSE POSITIVE",7813039,"K03787.01",3112,31,0,-0.0004661
"FALSE POSITIVE",9405541,"K03788.01",12590,55,0,-0.01042
"FALSE POSITIVE",8906045,"K03789.01",5480,5,-1,0.0006403
"FALSE POSITIVE",7296094,"K03790.01",24530,14,-1,-0.0008867
"CANDIDATE",5437945,"K03791.01",2008,5,0,-7.707e-06
"CANDIDATE",5437945,"K03791.02",882.2,5,0,-1.978e-05
"FALSE POSITIVE",12009347,"K03792.01",1981,5,0,-0.00199
"FALSE POSITIVE",4037163,"K03793.01",296600,14,-1,-0.1041
"CANDIDATE",12557548,"K03794.01",28860,5,0,-6.577e-05
"FALSE POSITIVE",3338660,"K03795.01",30630000,8,-1,-0.2701
"FALSE POSITIVE",3338674,"K03796.01",245300,57,-1,0
"FALSE POSITIVE",5546277,"K03797.01",831.3,5,5.96959999999999e-243,0.0179
"FALSE POSITIVE",5475736,"K03798.01",6147,5,-1,-0.01524
"FALSE POSITIVE",9049673,"K03799.01",43010,8,-1,0.2255
"FALSE POSITIVE",9593759,"K03800.01",55370,8,-1,0.3821
"CANDIDATE",8827930,"K03801.01",62.21,26,0,0.001063
"FALSE POSITIVE",5020044,"K03802.01",14950,5,0,0
"FALSE POSITIVE",6286155,"K03803.01",2146,72,0,-0.06959
"FALSE POSITIVE",7831363,"K03804.01",327.2,8,-1,-7.936e-05
"FALSE POSITIVE",4663185,"K03805.01",2540,57,1.6123e-268,-0.01117
"FALSE POSITIVE",5305471,"K03806.01",568.8,5,0,0.0008004
"FALSE POSITIVE",10581918,"K03807.01",36650000,8,-1,0
"FALSE POSITIVE",3851949,"K03808.01",5903,5,0,3.356e-05
"FALSE POSITIVE",9097892,"K03809.01",6524,5,8.85149999999999e-252,0.007961
"FALSE POSITIVE",5769943,"K03810.01",2134,53,0,0.007025
"CANDIDATE",4638237,"K03811.01",400.9,26,0,-0.001018
"FALSE POSITIVE",6148271,"K03812.01",1069,8,0,0.005689
"CANDIDATE",5386904,"K03813.01",140.7,8,0,-0.002288
"FALSE POSITIVE",2997178,"K03814.01",1551,5,0,-0.02097
"CANDIDATE",6507433,"K03815.01",1498,8,0,-0.001312
"FALSE POSITIVE",7877818,"K03816.01",2302,5,0,0.008865
"FALSE POSITIVE",5636642,"K03817.01",25850,8,-1,0.0005126
"FALSE POSITIVE",6515722,"K03818.01",3689,8,-1,-7.181e-05
"FALSE POSITIVE",5560831,"K03819.01",1979000,13,-1,0.1039
"FALSE POSITIVE",5305404,"K03820.01",760.1,5,0,0.002581
