"koi_disposition","kepid","kepoi_name","tce_duration","tce_fwm_pdeco","tce_dicco_mra"
"FALSE POSITIVE",8552607,"K05542.01",1.912,0.0001234,-1.6982
"CANDIDATE",8560475,"K05543.01",2.18,-9.763e-05,-0.39849
"FALSE POSITIVE",8561192,"K05544.01",6,0.463,-0.01497
"CANDIDATE",8644545,"K05552.01",4.42,0.0007588,0.16891
"CANDIDATE",8644911,"K05553.01",9.186,-0.0004327,-0.24439
"CANDIDATE",8715589,"K05563.01",1.914,0.0001219,-10.817
"FALSE POSITIVE",8718273,"K05564.01",3.868,3.666e-05,0.76125
"CANDIDATE",8741367,"K05566.01",1.903,0.0001374,-0.25949
"FALSE POSITIVE",8742270,"K05567.01",6.058,-0.0006697,-0.012555
"CANDIDATE",8745553,"K05568.01",10.95,3.98e-05,-1.1154
"FALSE POSITIVE",8747222,"K05569.01",1.622,-0.01155,-4.054
"FALSE POSITIVE",8766285,"K05571.01",24.23,-0.0001377,-10.359
"FALSE POSITIVE",8823893,"K05575.01",3.354,8.82e-05,-0.0048833
"CANDIDATE",8891684,"K05581.01",11.62,-0.000438,0.016188
"FALSE POSITIVE",8904714,"K05582.01",2.666,-0.05243,0
"FALSE POSITIVE",8935352,"K05584.01",10.5,0,0.016731
"FALSE POSITIVE",8939211,"K05586.01",42.51,-3.746e-05,-0.95001
"FALSE POSITIVE",8939650,"K05587.01",3.936,0.0001944,-0.0072501
"CANDIDATE",9011877,"K05597.01",3.439,4.68e-06,-0.31576
"CANDIDATE",9018021,"K05600.01",14.37,0.000241,0.24112
"FALSE POSITIVE",9026007,"K05602.01",6.273,1.517e-05,-0.17772
"CANDIDATE",9047416,"K05605.01",4.006,0.0007708,-0.17791
"FALSE POSITIVE",9049550,"K05606.01",2.036,-0.006712,-0.015226
"FALSE POSITIVE",9049697,"K05607.01",3.706,0.001099,0
"FALSE POSITIVE",9101279,"K05614.01",4.5,0,0.0038847
"FALSE POSITIVE",9108058,"K05615.01",5,0,-0.027306
"FALSE POSITIVE",9116075,"K05617.01",6.486,-0.006806,-8.5128
"CANDIDATE",9141355,"K05622.01",13.22,0.0009816,0.12371
"FALSE POSITIVE",9142225,"K05623.01",15.52,0.0004997,2.174
"CANDIDATE",9147012,"K05625.01",23.62,0.0001779,0.29099
"CANDIDATE",9157030,"K05628.01",3.839,-0.0005274,0.47269
"CANDIDATE",9166700,"K05632.01",6.686,7.249e-05,0.5829
"FALSE POSITIVE",9180282,"K05636.01",2.893,-0.007168,1.3328
"FALSE POSITIVE",9268456,"K05647.01",15,-0.001312,-2.7884
"CANDIDATE",9282853,"K05651.01",15.83,0.0004665,-0.14346
"FALSE POSITIVE",9304976,"K05654.01",7.122,0.0003155,0
"FALSE POSITIVE",9390655,"K05662.01",2.172,0.0004458,-0.70278
"CANDIDATE",9391817,"K05663.01",11.02,-4.871e-05,-1.1791
"FALSE POSITIVE",9394762,"K05664.01",5.309,0.004943,6.0406
"FALSE POSITIVE",9402670,"K05667.01",4.057,0.000157,1.7548
"FALSE POSITIVE",9418508,"K05672.01",2.6,9.188e-05,0.13468
"CANDIDATE",9456887,"K05677.01",3.653,5.948e-05,-2.0633
"FALSE POSITIVE",9474485,"K05683.01",1.5,0,-0.00012509
"FALSE POSITIVE",9489348,"K05686.01",23,-0.0001299,-0.17889
"CANDIDATE",9532603,"K05688.01",3.857,-0.0009205,1.7102
"CANDIDATE",9575728,"K05692.01",2.496,-0.0001907,-0.25813
"FALSE POSITIVE",9591728,"K05695.01",5.622,-0.004668,-0.010509
"FALSE POSITIVE",9594184,"K05696.01",4.84,-0.0004015,-4.1597
"FALSE POSITIVE",9602595,"K05700.01",7.5,0,-0.14342
"CANDIDATE",9715631,"K05706.01",17.76,-0.001388,-0.36575
"CANDIDATE",9724993,"K05708.01",3.434,0.01187,0.13726
"FALSE POSITIVE",9775475,"K05711.01",3.765,0.0005151,5.4563
"FALSE POSITIVE",9780149,"K05713.01",1.12,0.001818,-0.64942
"FALSE POSITIVE",9786017,"K05714.01",8.994,0.0007789,-0.0074931
"FALSE POSITIVE",9838414,"K05717.01",3.921,-0.001556,-3.7083
"FALSE POSITIVE",9839030,"K05719.01",7.108,-0.0002791,0.64724
"FALSE POSITIVE",9845931,"K05721.01",4.091,-0.004523,-2.4889
"FALSE POSITIVE",9847239,"K05722.01",3.122,-0.0005375,-0.11502
"FALSE POSITIVE",9850843,"K05724.01",5.404,-0.0001549,-0.078668
"FALSE POSITIVE",9896438,"K05728.01",3.096,-0.01309,-0.12545
"FALSE POSITIVE",9899514,"K05729.01",4.225,0.0006939,-1.0121
"FALSE POSITIVE",9899607,"K05730.01",4.11,0.0001715,-2.4982
"FALSE POSITIVE",9908486,"K05731.01",2.326,0.002045,-1.026
"CANDIDATE",9910043,"K05732.01",7.893,0.0008732,0.63714
"FALSE POSITIVE",9911112,"K05733.01",2.051,-0.00329,-0.017421
"FALSE POSITIVE",9934274,"K05735.01",3.814,-3.558e-05,0.76513
"CANDIDATE",9935983,"K05736.01",2.522,-0.0002445,0.29175
"FALSE POSITIVE",9941387,"K05738.01",2.5,0.003534,-0.00095114
"FALSE POSITIVE",9941550,"K05739.01",9.54,-0.0004244,0.28196
"FALSE POSITIVE",9954225,"K05742.01",2.5,0,0.0058073
"FALSE POSITIVE",9957659,"K05743.01",5.653,-0.09408,0
"FALSE POSITIVE",9957668,"K05744.01",5.941,-0.03083,0.020118
"FALSE POSITIVE",9962595,"K05745.01",2.314,-0.01511,0.011835
"CANDIDATE",9993683,"K05748.01",5.209,0.0002777,-0.079245
"FALSE POSITIVE",10002266,"K05750.01",1.82,-0.001798,-1.6132
"CANDIDATE",10004772,"K05752.01",1.098,-2.277e-05,-0.070808
"FALSE POSITIVE",10006096,"K05753.01",2.5,0.009374,-0.0020183
"FALSE POSITIVE",10007492,"K05754.01",2.83,-0.005959,2.264
"FALSE POSITIVE",10023469,"K05757.01",6.059,0.02233,0
"CANDIDATE",10083325,"K05761.01",1.557,-5.074e-05,0.65311
"CANDIDATE",10090854,"K05762.01",2.461,-0.0004612,0.17707
"FALSE POSITIVE",10141271,"K05768.01",3.09,-0.0001733,5.5878
"CANDIDATE",10146103,"K05769.01",3.35,0.0001279,0.12042
"FALSE POSITIVE",10189542,"K05773.01",2.444,-0.001943,2.9523
"FALSE POSITIVE",10191056,"K05774.01",5.716,0.08165,1.6134
"FALSE POSITIVE",10227881,"K05780.01",16.25,-0.0003947,-6.5988
"FALSE POSITIVE",10320341,"K05786.01",5.684,-0.0168,0.008296
"CANDIDATE",10394802,"K05790.01",5.2,0.0005828,-0.28974
"FALSE POSITIVE",10416390,"K05792.01",7.486,-0.006552,1.6432
"FALSE POSITIVE",10470779,"K05796.01",8.853,0.0001243,-1.2567
"FALSE POSITIVE",10480952,"K05797.01",3,0,-0.51167
"CANDIDATE",10525077,"K05800.01",4.825,-7.34e-05,0.9837
"FALSE POSITIVE",10547378,"K05802.01",68.28,-1.635e-05,0.10872
"FALSE POSITIVE",10551346,"K05804.01",0.7851,0.0003185,-0.0019068
"FALSE POSITIVE",10552151,"K05805.01",9.712,5.928e-07,0.18417
"FALSE POSITIVE",10616656,"K05814.01",4.756,0.0004715,-0.0045044
"CANDIDATE",10658177,"K05817.01",9.602,0.0001415,-0.48338
"FALSE POSITIVE",10661679,"K05818.01",4.098,-0.0002386,1.3356
"FALSE POSITIVE",10724569,"K05823.01",3.173,-0.0001547,2.0136
"CANDIDATE",10777591,"K05827.01",6.222,-2.691e-05,0.12835
"CANDIDATE",10813078,"K05831.01",3.085,0.001006,-0.18283
"FALSE POSITIVE",10817600,"K05832.01",1.826,-0.005413,-6.5212
"CANDIDATE",10850327,"K05833.01",11.64,1.053e-05,-0.69551
"FALSE POSITIVE",10855545,"K05834.01",4.356,0.0006026,0.52963
"FALSE POSITIVE",10905641,"K05840.01",12.86,0.0002903,-3.0223
"FALSE POSITIVE",10920086,"K05841.01",0.5314,7.567e-05,0.020681
"CANDIDATE",10933306,"K05842.01",5.823,-0.000653,0.15954
"CANDIDATE",10967168,"K05845.01",4.734,-0.0001129,-0.19362
"FALSE POSITIVE",10977671,"K05846.01",18.39,0.0001378,0.31717
"CANDIDATE",11026582,"K05854.01",11.35,6.771e-05,0.33801
"CANDIDATE",11036168,"K05855.01",4.725,-0.001473,0.041088
"CANDIDATE",11037818,"K05856.01",16.28,0.0001785,0.29054
"FALSE POSITIVE",11046870,"K05858.01",1.597,-0.007549,2.5118
"FALSE POSITIVE",11076176,"K05862.01",2,0.0002091,0.013468
"FALSE POSITIVE",11090561,"K05865.01",4.553,0.003645,2.6579
"CANDIDATE",11152511,"K05874.01",12.85,0.0001057,0.95333
"CANDIDATE",11176166,"K05875.01",3.494,-0.0001504,0.30175
"FALSE POSITIVE",11176166,"K05875.02",2.985,-0.0003425,0.010115
"FALSE POSITIVE",11341314,"K05887.01",15.66,3.864e-05,0.54329
"FALSE POSITIVE",11401845,"K05894.01",3.5,-0.0006735,-0.001066
"CANDIDATE",11407847,"K05895.01",8.47,-6.667e-05,0.62086
"CANDIDATE",11456256,"K05901.01",15.18,-1.467e-05,0.15808
"FALSE POSITIVE",11506938,"K05906.01",36.76,1.541e-05,-0.22435
"FALSE POSITIVE",11513441,"K05908.01",5.104,-0.005617,4.1431
"CANDIDATE",11520114,"K05909.01",2.67,0.0006161,-0.44561
"FALSE POSITIVE",11599937,"K05915.01",4.027,0.0003558,0.22541
"CANDIDATE",11601425,"K05917.01",3.438,0.0006608,-0.023018
"FALSE POSITIVE",11601972,"K05919.01",13.91,-0.0001107,0.59006
"FALSE POSITIVE",11615258,"K05922.01",6.035,-0.001309,0.26486
"CANDIDATE",11674709,"K05928.01",5.777,0,1.955
"CANDIDATE",11716643,"K05929.01",9.012,-0.0003525,0.19404
"CANDIDATE",11803074,"K05932.01",28.3,-0.001642,0.86429
"FALSE POSITIVE",11905398,"K05940.01",3.252,0.0002387,2.2546
"CANDIDATE",11923213,"K05943.01",2.104,0.0001892,-0.94298
"FALSE POSITIVE",11924426,"K05944.01",3.5,-0.04084,-0.003773
"FALSE POSITIVE",11968514,"K05947.01",1.489,0.04534,-0.46271
"FALSE POSITIVE",12253490,"K05961.01",3.099,-0.00274,-0.15661
"FALSE POSITIVE",12257851,"K05962.01",7.005,-1.08e-05,4.0148
"FALSE POSITIVE",12265150,"K05963.01",1.274,0.0006147,9.3482
"CANDIDATE",12300524,"K05964.01",5.416,0.0001401,0.37639
"CANDIDATE",12349560,"K05965.01",4.543,0.0001276,-0.43878
"CANDIDATE",12554212,"K05974.01",2.283,0.0001091,-1.0637
"FALSE POSITIVE",12645761,"K05976.01",5.51,-0.0007391,-0.0019872
"FALSE POSITIVE",12736658,"K05980.01",2.701,0.002411,-3.9107
"FALSE POSITIVE",2309587,"K05982.01",3.173,0,0.064063
"FALSE POSITIVE",2445134,"K05983.01",3.5,0.01428,-0.00085005
"FALSE POSITIVE",3241344,"K05984.01",2.5,-0.07409,0.018911
"FALSE POSITIVE",3347485,"K05985.01",7.73,0.0001364,0.0038154
"FALSE POSITIVE",3530668,"K05986.01",3.987,0.001262,-0.021872
"FALSE POSITIVE",3532985,"K05987.01",3.253,0.0004389,0.74167
"FALSE POSITIVE",3831911,"K05988.01",2.615,-0.02502,3.4518
"FALSE POSITIVE",3852258,"K05989.01",3.448,-0.005822,-2.3867
"FALSE POSITIVE",3858919,"K05990.01",19.58,-0.001,-1.5243
"FALSE POSITIVE",3869326,"K05991.01",3.122,0,0.075552
"FALSE POSITIVE",3971315,"K05992.01",4.444,0.0106,2.3071
"FALSE POSITIVE",4037428,"K05993.01",2.199,-0.0004055,0.0488
"FALSE POSITIVE",4049124,"K05994.01",3.526,0.02935,0.037572
"FALSE POSITIVE",4275328,"K05995.01",4.372,-0.001957,-2.361
"FALSE POSITIVE",4753561,"K05996.01",3.32,-0.00726,-3.7419
"FALSE POSITIVE",4912991,"K05997.01",2.449,-0.03816,-0.64818
"FALSE POSITIVE",5036966,"K05998.01",10.8,-0.01559,-0.00080386
"FALSE POSITIVE",5254230,"K05999.01",3.512,0.02687,1.7506
"FALSE POSITIVE",5385139,"K06000.01",25.29,-0.0004614,0.45461
"FALSE POSITIVE",5385150,"K06001.01",22.63,5.076e-05,-1.6277
"FALSE POSITIVE",5385269,"K06002.01",21.66,-2.384e-05,-2.8637
"FALSE POSITIVE",5385509,"K06003.01",22.44,0.0002255,-1.65
"FALSE POSITIVE",5385566,"K06004.01",22.71,-0.0001763,0.11588
"FALSE POSITIVE",5385773,"K06005.01",18.39,-0.0002772,-1.9848
"FALSE POSITIVE",5386163,"K06006.01",22.23,-5.27e-05,-1.6087
"FALSE POSITIVE",5470960,"K06007.01",25.01,2.483e-05,-0.83274
"FALSE POSITIVE",5471068,"K06008.01",22.28,0.0001077,-0.70459
"FALSE POSITIVE",5471192,"K06009.01",23.53,-0.0001687,-2.3149
"FALSE POSITIVE",5471217,"K06010.01",24.6,3.609e-06,-1.4122
"FALSE POSITIVE",5471769,"K06011.01",25.1,8.643e-05,-1.6767
"FALSE POSITIVE",5471770,"K06012.01",27.91,-0.0001563,-1.0259
"FALSE POSITIVE",5556804,"K06013.01",25.16,-0.0002931,-0.9833
"FALSE POSITIVE",5597970,"K06014.01",3.627,-0.0004567,0.0053456
"FALSE POSITIVE",5643492,"K06015.01",6.679,0.005799,3.4441
"CANDIDATE",5795648,"K06016.01",3.214,0.001845,-0.029743
"FALSE POSITIVE",5961350,"K06017.01",2.856,-0.000216,0.00051973
"FALSE POSITIVE",5979863,"K06018.01",3.929,-0.001047,-0.013242
"FALSE POSITIVE",6117415,"K06019.01",3.063,0,1.172
"FALSE POSITIVE",6128027,"K06020.01",2.908,0.009437,-0.026811
"FALSE POSITIVE",6146418,"K06021.01",8.179,-0.02516,-4.0109
"FALSE POSITIVE",6150977,"K06022.01",2.778,-0.03959,-2.0053
"FALSE POSITIVE",6182019,"K06023.01",3.924,-0.04061,-1.0965
"FALSE POSITIVE",6191945,"K06024.01",1.969,-0.0004811,-0.010636
"FALSE POSITIVE",6209347,"K06025.01",2.474,-0.0007466,0.0073101
"FALSE POSITIVE",6268722,"K06026.01",2.434,0.0002992,-0.010546
"FALSE POSITIVE",6301030,"K06027.01",6.585,-0.293,-2.947
"FALSE POSITIVE",6606934,"K06028.01",3.842,-0.005477,-0.015649
"FALSE POSITIVE",6614926,"K06029.01",4.295,0.001187,-0.014929
"FALSE POSITIVE",6628237,"K06030.01",2.893,0.06882,-2.4467
"FALSE POSITIVE",6694186,"K06031.01",4.796,0.00021,-0.022823
"FALSE POSITIVE",6934587,"K06032.01",2.83,0.0003989,-0.0013142
"FALSE POSITIVE",7219906,"K06033.01",4.088,0.02219,1.149
"FALSE POSITIVE",7257373,"K06034.01",4.5,-0.0007006,0.0022843
"FALSE POSITIVE",7295570,"K06035.01",2.868,-0.001652,0.050761
"FALSE POSITIVE",7362852,"K06036.01",4.5,0.0117,0.0047232
"FALSE POSITIVE",7373877,"K06037.01",3.32,-0.001939,0
"FALSE POSITIVE",7436177,"K06038.01",8.616,0.04674,-0.09082
"FALSE POSITIVE",7537945,"K06039.01",4.044,0.04487,-4.0186
"FALSE POSITIVE",7624297,"K06040.01",5.098,-0.02533,-0.17632
"FALSE POSITIVE",7695093,"K06041.01",4.139,-0.03478,0.10198
"FALSE POSITIVE",7749318,"K06042.01",3.546,0.02106,-0.051576
"FALSE POSITIVE",7777397,"K06043.01",2.122,-0.0001317,5.0774
"FALSE POSITIVE",7830321,"K06044.01",1.142,-0.0002087,-0.025734
"FALSE POSITIVE",7841986,"K06045.01",7.616,-0.02429,0.33112
"FALSE POSITIVE",7877820,"K06046.01",5.988,-0.01598,3.9587
"FALSE POSITIVE",7914906,"K06047.01",3.419,-0.0002238,0.0023124
"FALSE POSITIVE",8019043,"K06048.01",2.47,0,-0.025397
"FALSE POSITIVE",8019043,"K06048.02",1.704,0,-0.001203
"FALSE POSITIVE",8023317,"K06049.01",7.449,0.0006196,-0.00083824
"FALSE POSITIVE",8121067,"K06050.01",5.586,0.02606,3.2875
"FALSE POSITIVE",8153568,"K06051.01",7.5,0,0.0082737
"FALSE POSITIVE",8167938,"K06052.01",1.175,2.842e-06,-1.55
"FALSE POSITIVE",8167978,"K06053.01",5.548,0.001301,0.023123
"FALSE POSITIVE",8168581,"K06054.01",3.424,0,3.1072
"FALSE POSITIVE",8230809,"K06055.01",6.271,-0.002396,-0.094222
"FALSE POSITIVE",8364115,"K06056.01",4.441,0.0201,2.7776
"FALSE POSITIVE",8458207,"K06057.01",4.107,-0.006811,-0.0030486
"FALSE POSITIVE",8580438,"K06058.01",5.241,0.01915,0.01027
"FALSE POSITIVE",8581232,"K06059.01",2.073,0.03811,-0.41177
"FALSE POSITIVE",8655458,"K06060.01",4.479,0.02241,6.9884
"FALSE POSITIVE",8695779,"K06061.01",3.449,0.000191,0.0087345
"FALSE POSITIVE",8953059,"K06062.01",5.139,-9.027e-05,-0.019842
"FALSE POSITIVE",9048145,"K06063.01",5.063,-0.03478,-0.19495
"FALSE POSITIVE",9214712,"K06064.01",8.935,0.01362,-1.8359
"FALSE POSITIVE",9214712,"K06064.02",4.659,0.0008703,-1.6079
"FALSE POSITIVE",9214715,"K06065.01",8.285,0.01387,-1.9891
"FALSE POSITIVE",9214715,"K06065.02",3.472,-0.0003778,-2.0339
"FALSE POSITIVE",9221398,"K06066.01",2.561,-2.688e-06,-0.0097779
"FALSE POSITIVE",9411317,"K06067.01",2.638,0.04605,-0.0040032
"FALSE POSITIVE",9418619,"K06068.01",1.655,0,-1.5975
"FALSE POSITIVE",9532123,"K06069.01",4.575,0.0809,0
"FALSE POSITIVE",9549471,"K06070.01",10.8,-0.09035,-0.42082
"FALSE POSITIVE",9649222,"K06071.01",3.952,0.0008589,0.0060004
"FALSE POSITIVE",9664215,"K06072.01",3.345,0.0002872,-0.00065381
"FALSE POSITIVE",9714358,"K06073.01",3.385,0.085,0.020717
"FALSE POSITIVE",9851123,"K06074.01",6.83,0,2.8241
"FALSE POSITIVE",9966115,"K06075.01",4.906,-0.007147,0.080645
"FALSE POSITIVE",10026458,"K06076.01",7.752,-0.1184,1.6569
"FALSE POSITIVE",10139305,"K06077.01",1.155,-0.001018,0.044061
"FALSE POSITIVE",10288922,"K06078.01",3.013,0.03404,-4.1986
"FALSE POSITIVE",10659313,"K06079.01",3.787,-0.0003014,-0.0019765
"FALSE POSITIVE",10710755,"K06080.01",3.85,-0.004838,0.14197
"FALSE POSITIVE",10727668,"K06081.01",3.376,0.0022,0.12198
"FALSE POSITIVE",10735519,"K06082.01",2.576,1.36e-05,-0.0082573
"FALSE POSITIVE",10935310,"K06083.01",2.783,0.003704,0.050746
"FALSE POSITIVE",11021252,"K06084.01",2.731,-0.0005491,0.014387
"FALSE POSITIVE",11404644,"K06085.01",5.586,0.0005904,-0.0047863
"FALSE POSITIVE",11408935,"K06086.01",8.458,-0.0004595,0.001384
"FALSE POSITIVE",11519226,"K06087.01",3.196,4.572e-05,0.0388
"FALSE POSITIVE",11756821,"K06088.01",2.995,0,3.3481
"FALSE POSITIVE",11769146,"K06089.01",12.5,0.04631,0.0044037
"FALSE POSITIVE",11812199,"K06090.01",7.228,-0.01512,-4.3834
"FALSE POSITIVE",11826400,"K06091.01",4.951,0.006558,0.0021817
"FALSE POSITIVE",12010534,"K06092.01",4.835,0.002908,-0.011781
"FALSE POSITIVE",2019477,"K06093.01",12.56,-0.0002127,-0.11383
"CANDIDATE",2019477,"K06093.02",15.04,0.0001974,-0.086362
"FALSE POSITIVE",2161623,"K06094.01",4.5,4.976,0.11602
"FALSE POSITIVE",2707097,"K06095.01",0.8061,-0.002465,-0.053944
"FALSE POSITIVE",2719873,"K06096.01",5.091,0.03406,0.01882
"FALSE POSITIVE",2997455,"K06098.01",1.848,0.001,1.026
"FALSE POSITIVE",3003991,"K06099.01",3.41,-0.1539,2.3717
"FALSE POSITIVE",3229028,"K06100.01",2.766,-6.592e-05,-0.16335
"FALSE POSITIVE",3230787,"K06101.01",7.301,0.001305,-0.0072762
"FALSE POSITIVE",3634051,"K06103.01",17.11,8.254e-05,-0.27821
"CANDIDATE",3634051,"K06103.02",1.953,6.611e-05,0.28943
"CANDIDATE",3761319,"K06104.01",7.764,0.0006242,0.10383
"FALSE POSITIVE",4035675,"K06107.01",2.028,0.02661,4.2931
"FALSE POSITIVE",4144236,"K06109.01",4.152,0.02594,0.023144
"FALSE POSITIVE",4150701,"K06110.01",2.741,0.0008402,-5.1651
"FALSE POSITIVE",4285087,"K06112.01",4.314,0.1534,0.005336
"FALSE POSITIVE",4346875,"K06113.01",4.551,-0.004584,0.0096565
"FALSE POSITIVE",4459068,"K06114.01",2.774,8.081e-05,0.021813
"FALSE POSITIVE",4547480,"K06116.01",1.612,0.0004204,0.05258
"FALSE POSITIVE",4737267,"K06117.01",7.5,0.0005179,-0.00014634
"FALSE POSITIVE",4740676,"K06119.01",4.688,-0.000307,-0.0055762
"CANDIDATE",4742420,"K06120.01",10.22,-0.001446,0.31275
"FALSE POSITIVE",4826439,"K06121.01",3.5,-0.002704,-0.0022851
"FALSE POSITIVE",4933476,"K06122.01",5.263,-2.974e-06,-0.082508
"FALSE POSITIVE",4990977,"K06123.01",2.464,-0.00504,0.013531
"FALSE POSITIVE",5034333,"K06124.01",9.494,-0.0002648,-0.018174
"FALSE POSITIVE",5039441,"K06125.01",2.5,0,0.0070267
"FALSE POSITIVE",5121173,"K06126.01",45.29,0.0001251,-0.045123
"FALSE POSITIVE",5385548,"K06128.01",22.12,0.0005191,-0.34946
"FALSE POSITIVE",5385778,"K06129.01",9.298,0,0
"CANDIDATE",5428657,"K06130.01",1.327,0.0002608,-0.35993
"CANDIDATE",5629353,"K06132.01",6.71,0.0006163,-0.20759
"CANDIDATE",5629353,"K06132.02",4.15,0.0003648,-0.19695
"CANDIDATE",5629353,"K06132.03",4.882,0.0005517,-0.72624
"FALSE POSITIVE",5738698,"K06134.01",4.5,0.02292,-0.0094745
"FALSE POSITIVE",5768927,"K06135.01",2.963,0.001666,-0.046165
"FALSE POSITIVE",5814635,"K06136.01",2.363,0,-0.091837
"CANDIDATE",5816144,"K06137.01",3.88,-0.0002438,1.5907
"FALSE POSITIVE",5816144,"K06137.02",3.927,-0.0001721,1.5327
"FALSE POSITIVE",5817566,"K06138.01",9.76,-0.01098,0.001974
"FALSE POSITIVE",5952403,"K06139.01",1.862,0,1.4358
"FALSE POSITIVE",5955321,"K06140.01",3.5,0.06176,-0.0064391
"FALSE POSITIVE",6197038,"K06144.01",15.79,-0.005495,0.0086463
"CANDIDATE",6221385,"K06145.01",5.168,0,-0.35691
"CANDIDATE",6221385,"K06145.02",6.661,0,-0.092193
"CANDIDATE",6221385,"K06145.03",2.456,0,-0.012812
"FALSE POSITIVE",6362386,"K06146.01",4.959,0,-0.019062
"FALSE POSITIVE",6449358,"K06147.01",6.332,3.743e-06,0.0069083
"FALSE POSITIVE",6674908,"K06149.01",1.352,0,6.6206
"FALSE POSITIVE",7108433,"K06153.01",3,-0.007668,-0.0044752
"FALSE POSITIVE",7129465,"K06155.01",2.5,-0.1315,0.01051
"CANDIDATE",7174617,"K06156.01",1.952,-0.03226,0.049036
"FALSE POSITIVE",7422883,"K06159.01",6.458,0,-0.039299
"FALSE POSITIVE",7622059,"K06161.01",12.88,-1.788e-05,-0.19305
"FALSE POSITIVE",7750740,"K06162.01",4.257,0.03414,0.017083
"FALSE POSITIVE",7779942,"K06163.01",6.246,-0.004144,9.798
"CANDIDATE",7835312,"K06164.01",6.707,0.0004566,0.31564
"FALSE POSITIVE",7838906,"K06165.01",3.678,-3.937e-05,1.5726
"FALSE POSITIVE",7838906,"K06165.02",3.767,-4.71e-05,1.3623
"CANDIDATE",7908367,"K06166.01",2.171,0.0003435,-0.20475
"CANDIDATE",7908367,"K06166.02",2.68,0.0002264,0.045653
"FALSE POSITIVE",7940533,"K06167.01",6.669,0.0003105,0.0075287
"FALSE POSITIVE",8043882,"K06169.01",5.17,4.036e-06,-2.2096
"FALSE POSITIVE",8095099,"K06171.01",3.5,0,-3.5813
"FALSE POSITIVE",8197761,"K06175.01",2.793,-0.0002189,-0.43091
"FALSE POSITIVE",8265156,"K06177.01",4.066,5.855e-05,0.49298
"CANDIDATE",8355178,"K06178.01",3.995,-0.0001192,0.63723
"CANDIDATE",8374077,"K06179.01",5.161,8.99e-05,-0.61826
"FALSE POSITIVE",8517303,"K06181.01",17.85,-5.204e-05,-0.16722
"CANDIDATE",8590149,"K06182.01",2.509,-0.001025,-0.002122
"FALSE POSITIVE",8590780,"K06183.01",3.5,-0.01499,-0.0049508
"CANDIDATE",8653134,"K06186.01",2.646,0.0002405,0.026862
"FALSE POSITIVE",8702921,"K06187.01",20.54,0,0.028064
"FALSE POSITIVE",8822421,"K06188.01",1.847,-4.813e-05,-0.0083482
"FALSE POSITIVE",8957954,"K06189.01",4.884,0.0003186,-3.9393e-05
"FALSE POSITIVE",8984706,"K06190.01",5.71,-0.009907,-0.014151
"CANDIDATE",9093086,"K06191.01",4.315,-6.833e-05,1.0351
"CANDIDATE",9093086,"K06191.02",3.406,0.000229,1.0277
"FALSE POSITIVE",9101400,"K06192.01",2.5,-0.0002265,-0.0035972
"FALSE POSITIVE",9119652,"K06193.01",2,0,-0.03867
"CANDIDATE",9145861,"K06194.01",22.12,9.397e-06,-0.15563
"FALSE POSITIVE",9153823,"K06195.01",1.521,0.0004802,-0.022063
"FALSE POSITIVE",9282687,"K06196.01",3,0.001649,0.0112
"FALSE POSITIVE",9291629,"K06198.01",36.36,0.002629,-0.043393
"FALSE POSITIVE",9343862,"K06201.01",2.5,0,-0.0044472
"FALSE POSITIVE",9394605,"K06203.01",2.608,-0.0005453,-1.99
"FALSE POSITIVE",9471755,"K06204.01",1.303,-0.0001218,0.82397
"FALSE POSITIVE",9479460,"K06205.01",3,0,-0.069771
"FALSE POSITIVE",9549472,"K06206.01",11.3,-0.03947,-0.040431
"FALSE POSITIVE",9576197,"K06207.01",9.133,0.0004386,0.0074411
"FALSE POSITIVE",9579860,"K06208.01",2.384,-0.007265,-0.35524
"CANDIDATE",9655711,"K06209.01",3.415,0.0005378,0.14696
"CANDIDATE",9655711,"K06209.02",2.748,0.001495,0.67704
"FALSE POSITIVE",9767392,"K06211.01",3.5,0,-0.0043591
"FALSE POSITIVE",9774400,"K06212.01",18.15,-0.02907,-2.9148
"FALSE POSITIVE",9839081,"K06213.01",1.516,0.0003173,0.0096193
"CANDIDATE",10200627,"K06217.01",11.19,3.638e-05,0.33057
"FALSE POSITIVE",10228942,"K06219.01",6.515,-0.001766,0.010027
"FALSE POSITIVE",10341878,"K06220.01",4.692,-5.232e-05,-0.80851
"FALSE POSITIVE",10357831,"K06221.01",2.175,-0.003578,-3.2692
"FALSE POSITIVE",10385682,"K06223.01",4.5,-0.01244,0.0094246
"FALSE POSITIVE",10483644,"K06225.01",2.506,-0.003586,-0.017167
"FALSE POSITIVE",10601549,"K06226.01",2.618,6.345e-05,0.0039819
"FALSE POSITIVE",10614158,"K06227.01",13.88,-0.002091,0.024362
"CANDIDATE",10717220,"K06228.01",4.951,-0.0001147,-0.01436
"FALSE POSITIVE",10728219,"K06229.01",2,0,0.0022793
"CANDIDATE",10735988,"K06230.01",2.84,-0.003109,-0.0070169
"FALSE POSITIVE",10973583,"K06232.01",2.331,-0.001401,-0.081573
"CANDIDATE",10989274,"K06233.01",5.476,0,1.4711
"FALSE POSITIVE",11099351,"K06234.01",2.434,-0.0005993,0.097908
"FALSE POSITIVE",11147460,"K06235.01",4.729,-0.001006,-0.47045
"FALSE POSITIVE",11252617,"K06236.01",3.365,-0.153,-0.021773
