"koi_disposition","kepid","kepoi_name","tce_depth","tce_ldm_coeff1","tce_chisq1","tce_chisqgofdof","tce_smet","tce_steff_prov","tcet_model_dof","wst_robstat","tce_fwm_prao","tce_time0_sn"
"FALSE POSITIVE",6205468,"K01037.01",1283,0.4001474,4683,6183,-0.22,5,31550,4.237,0,1605636474.22775
"FALSE POSITIVE",5802486,"K01039.01",733.1,0.4273588,6878,3427,-0.1,5,23150,1.431,-0.003314,5902467055.0417
"FALSE POSITIVE",5817553,"K01040.01",887.3,0.3734112,3034,3915,-0.1,5,30850,4.077,0,1162286536.72255
"FALSE POSITIVE",5982368,"K01041.01",5125,0.4901752,3521,618,-0.02,8,4772,4.798,0.01193,3063971004.86996
"FALSE POSITIVE",5816811,"K01042.01",1005,0.3643752,2272,2212,-0.22,5,16750,29.17,0.01608,1964007424.11879
"FALSE POSITIVE",5816165,"K01043.01",449.2,0.4517976,12690,6846,-0.52,8,27300,3.161,-0.0005565,5138587127.15856
"FALSE POSITIVE",5802246,"K01044.01",88.85,0.4376402,13070,7257,-0.3,5,25690,2.501,0.001949,1765891484.0204
"FALSE POSITIVE",6066403,"K01045.01",168.8,0.4141862,6530,6669,-0.24,5,32170,1.677,0.008465,3356746623.71419
"FALSE POSITIVE",5988031,"K01047.01",87.84,0.3665168,3278,6472,-0.26,5,32280,0.6048,-0.001816,578081069.243702
"FALSE POSITIVE",5820218,"K01048.01",601.4,0.596974,2172,1781,-0.1,53,12740,3.638,0.003053,1549991792.20386
"FALSE POSITIVE",5876368,"K01049.01",233.1,0.3538884,17120,9053,-0.38,5,32210,3.276,0.001525,6556105689.88447
"CANDIDATE",5809890,"K01050.01",299.3,0.6389768,5951,6822,0.02,15,32190,3.081,-4.048e-05,7064011371.6147
"CANDIDATE",5809890,"K01050.02",261.1,0.6389768,2056,1376,0.02,15,9351,3.11,3.955e-05,3300573674.948
"CANDIDATE",6131236,"K01051.01",436,0.4108628,1083,1239,-0.1,5,9427,2.563,-0.0001095,767876412.61272
"CANDIDATE",5956342,"K01052.01",566.2,0.3711782,505.1,750,-0.28,15,5791,2.302,-0.0006605,688481374.393893
"CANDIDATE",5956342,"K01052.02",260,0.3711782,1149,1389,-0.28,15,10600,2.127,-0.0001441,653496314.555178
"CANDIDATE",5956342,"K01052.03",557.4,0.3711782,105.6,217,-0.28,15,1867,3.151,0.0006365,265318010.279731
"CANDIDATE",5956342,"K01052.04",409.4,0.3711782,157.6,174,-0.28,15,1300,2.236,-0.0001524,310638384.022432
"CANDIDATE",5956656,"K01053.01",189.8,0.59641,6335,4959,0.14,26,32210,1.814,0.0001595,2028708133.97129
"CANDIDATE",5956656,"K01053.02",434.9,0.59641,102.4,233,0.14,26,2054,1.899,0.001153,258933854.512202
"FALSE POSITIVE",5866099,"K01055.01",1264,0.4935314,668.6,242,-0.1,5,1812,11.34,-0.04676,1611792821.36128
"FALSE POSITIVE",6066416,"K01057.01",25.86,0.162765,6359,5643,-0.68,5,32170,3.12,0.002087,1774084217.98105
"CANDIDATE",6124941,"K01058.01",501.5,0.45884,1320,833,-0.46,13,5609,2.704,-0.001488,4957412179.02636
"CANDIDATE",6060203,"K01059.01",118.5,0.6321968,7693,4653,0.16,26,31410,1.125,-8.453e-05,2235550698.9027
"CANDIDATE",5880320,"K01060.01",246.2,0.2931932,595.6,1300,-0.34,15,10520,3.472,6.221e-05,620860667.553501
"CANDIDATE",5880320,"K01060.02",127.1,0.2931932,1539,2731,-0.34,15,21150,2.714,-1.157e-05,790492719.650183
"CANDIDATE",5880320,"K01060.03",193.5,0.2931932,321,552,-0.34,15,4697,2.944,-0.0001008,319181328.97527
"CANDIDATE",5880320,"K01060.04",106.2,0.2931932,834.6,1359,-0.34,15,10220,2.961,7.758e-05,309224448.049658
"CANDIDATE",6037187,"K01061.01",420.8,0.4110186,190,386,-0.16,5,3020,1.42,6.396e-05,510894311.65015
"FALSE POSITIVE",6147122,"K01062.01",91.11,0.4898616,540.3,486,0.21,8,3566,10.33,0.004693,650763692.656781
"FALSE POSITIVE",8257407,"K01063.01",276800,0.1857026,3347000,98,-0.58,5,707,3.424,0.001257,-2455010
"CANDIDATE",8218274,"K01064.01",14470,0.3615536,2680000,4488,-0.06,13,32180,2.43,-6.644e-05,119046741570.854
"FALSE POSITIVE",8242681,"K01065.01",20580,0.387216,35080,2141,-0.1,5,15910,42.97,-0.0003209,37602335508.8324
"CANDIDATE",8260218,"K01066.01",12330,0.416648,1754,1283,-0.28,8,9518,2.638,0.009535,18697980136.4855
"FALSE POSITIVE",8246781,"K01067.01",43290,0.4889788,27050,47,0.16,26,352,3.643,0.00194,20803548731.5064
"FALSE POSITIVE",8264070,"K01068.01",933.3,0.241269,2041,1387,-0.42,8,9840,2.186,-0.01064,3483655001.83763
"CANDIDATE",8222813,"K01069.01",1064,0.6619152,765.6,857,0.16,26,6317,2.96,-0.0001936,2147961817.43414
"CANDIDATE",8222813,"K01069.02",292,0.6619152,2407,1572,0.16,26,10560,2.5,0.0001194,2188264341.99736
"CANDIDATE",8240904,"K01070.01",564.7,0.60635,1165,1238,0.16,26,9494,3.438,-0.0002655,904481197.245628
"CANDIDATE",8240904,"K01070.02",1394,0.60635,74.29,154,0.16,26,1229,3.13,0.0005353,332647254.102248
"FALSE POSITIVE",8244190,"K01071.01",100.8,0.5322536,7340,4337,-0.02,5,29380,2.576,0,2207289990.19969
"CANDIDATE",8229696,"K01072.01",476.1,0.4142968,738.5,927,-0.3,18,7094,2.339,-0.0002907,1164243303.7408
"FALSE POSITIVE",8262210,"K01073.01",80.06,0.524193,5173,4446,-0.04,13,31410,5.93,7.732e-05,985571480.187884
"CANDIDATE",10272640,"K01074.01",12270,0.3641128,2988,2218,-0.12,8,16940,7.238,-0.001219,34307367020.6448
"CANDIDATE",10232123,"K01075.01",4557,0.2329504,26980,2842,-0.4,13,19130,28.81,-0.002441,97301282178.3159
"FALSE POSITIVE",10223616,"K01076.01",5656,0.4214648,723.4,84,-1.48,5,563,40.13,1.577e-05,2079855639.70925
"FALSE POSITIVE",10268907,"K01077.01",193,0.4795868,12470,7364,-0.3,8,27210,1.045,0.0004573,2786276089.84326
"CANDIDATE",10166274,"K01078.01",1212,0.658996,1885,1147,-0.34,41,7669,1.889,-3.941e-05,3699769721.37492
"CANDIDATE",10166274,"K01078.02",1533,0.658996,827.7,508,-0.34,41,3535,2.628,-0.001272,2781173884.96788
"CANDIDATE",10166274,"K01078.03",1603,0.658996,181.7,226,-0.34,41,1554,1.939,-9.475e-05,1089416860.07038
"FALSE POSITIVE",10158990,"K01080.01",133.4,0.4952828,5956,4432,-0.36,5,25580,2.127,0.0003365,1626421894.35747
"FALSE POSITIVE",10149023,"K01081.01",516.3,0.4443992,838.3,1008,0.07,5,7671,2.488,8.671e-05,616560180.022704
"CANDIDATE",10141900,"K01082.01",398.4,0.6716908,1211,1109,0.18,26,8058,1.945,-0.0001915,799299993.488312
"CANDIDATE",10141900,"K01082.02",204,0.6716908,6185,3782,0.18,26,25480,1.86,-9.424e-06,1782515883.10038
"CANDIDATE",10141900,"K01082.03",254.2,0.6716908,1545,1138,0.18,26,8273,2.854,0.0004748,704732241.535215
"CANDIDATE",10141900,"K01082.04",301.2,0.6716908,592.5,523,0.18,26,3881,3.35,0.0004796,382892079.261968
"CANDIDATE",10157458,"K01083.01",318.7,0.4257056,823.7,1026,-0.2,5,7959,2.673,-0.0002148,689418213.781231
"CANDIDATE",10157458,"K01083.02",105,0.4257056,1243,1430,-0.2,5,10480,1.69,1.894e-05,366328685.154927
"FALSE POSITIVE",10148521,"K01084.01",166.4,0.4936744,6236,3972,-0.1,5,26700,4.437,-0.02397,3687299861.21708
"CANDIDATE",10118816,"K01085.01",351.6,0.72992,1118,816,-0.34,41,5757,1.945,-0.0001176,777095810.278682
"CANDIDATE",10122255,"K01086.01",473.5,0.3191248,258.8,560,-0.32,5,4562,2.5,0.0001685,650184595.663988
"FALSE POSITIVE",3124412,"K01087.01",443.7,0.3876186,11680,6384,-0.02,5,32200,1.875,-0.03328,5144531200.88517
"FALSE POSITIVE",3113266,"K01088.01",3434,0.4269692,15200,7329,-0.48,5,32070,52.89,-0.002322,30919562813.4501
"CANDIDATE",3247268,"K01089.01",8227,0.4604808,537.7,216,-0.06,56,1801,3.979,-0.002198,3701529758.36874
"CANDIDATE",3247268,"K01089.02",1824,0.4604808,508,458,-0.06,56,3318,1.179,-0.001078,3422872878.10659
"FALSE POSITIVE",3232859,"K01090.01",4194,0.4380496,1372,576,0.08,18,3854,69.66,-0.02757,13841031972.8927
"FALSE POSITIVE",3098184,"K01091.01",47090,0.3372752,188400,845,-0.16,8,7120,157.1,0,1967155185.53835
"FALSE POSITIVE",3239636,"K01093.01",75.19,0.308814,7817,4510,-0.22,18,30410,5.536,-0.0003093,1103213513.74428
"CANDIDATE",2721030,"K01094.01",729.5,0.4369788,1391,2052,-0.08,5,15780,1.753,-0.0004767,1180137868.70746
"CANDIDATE",3329204,"K01095.01",5910,0.5057202,200.9,107,-0.06,5,784,3.161,0.005844,2963099305.87155
"FALSE POSITIVE",3240706,"K01098.01",552.3,0.4407924,1601,1379,-0.04,5,9959,26.8,-0.004737,952506033.25858
"CANDIDATE",2853093,"K01099.01",4630,0.5478414,40.79,67,0.16,26,504,3.078,0.002144,1490869673.47013
"FALSE POSITIVE",3228824,"K01100.01",83.04,0.6376608,12530,8533,-0.1,8,27280,0.02102,-0.0003386,536226882.441468
"CANDIDATE",3245969,"K01101.01",975.8,0.6495474,590.5,527,0.07,5,3753,2.524,0.0001391,928709777.485227
"CANDIDATE",3231341,"K01102.01",542.2,0.319161,931.4,1161,-0.36,15,8892,3.035,0.000156,508492234.783365
"CANDIDATE",3231341,"K01102.02",446.3,0.319161,955.3,1448,-0.36,15,11170,3.325,3.615e-05,664315151.711952
"CANDIDATE",3231341,"K01102.03",400.1,0.319161,356.6,502,-0.36,15,3775,3.749,0.0005875,539505057.763772
"CANDIDATE",3231341,"K01102.04",501.9,0.319161,77.75,69,-0.36,15,562,4.071,0.001019,88698605.3905629
"CANDIDATE",2860866,"K01103.01",3101,0.404193,200.4,276,0.07,8,2178,3.608,-0.001999,641095210.737975
"FALSE POSITIVE",2851100,"K01104.01",248.8,0.6956844,8593,5383,0.21,5,32210,9.006,0.00244,2424302572.4584
"FALSE POSITIVE",3130300,"K01105.01",230.7,0.228508,1101,1187,-0.48,57,8897,3.055,-0.002203,919609077.083287
"CANDIDATE",3240158,"K01106.01",446.2,0.4906654,1040,1344,0.16,26,10140,3.196,-9.176e-05,1231092099.85257
"CANDIDATE",3240158,"K01106.02",187.1,0.4906654,491.1,790,0.16,26,6223,3.001,0.0001649,290674503.331253
"CANDIDATE",3240158,"K01106.03",162.3,0.4906654,574.4,879,0.16,26,6806,2.467,-9.922e-05,156883131.821784
"FALSE POSITIVE",3228959,"K01107.01",41.18,0.3625618,11830,8314,-0.3,5,32140,2.201,0.0001688,422820895.70233
"CANDIDATE",3218908,"K01108.01",621,0.7515558,450.2,535,0.4,26,4004,-0.2201,-0.0002661,990262673.852012
"CANDIDATE",3218908,"K01108.02",326.5,0.7515558,309.7,84,0.4,26,796,6.366,-7.268e-05,63559852.9564047
"CANDIDATE",3218908,"K01108.03",121.8,0.7515558,5599,4837,0.4,26,31020,0.4437,9.983e-05,1442303963.90363
"CANDIDATE",2837111,"K01110.01",268.9,0.4407924,869.2,1468,-0.04,5,11100,3.402,0.0005139,615947592.380723
"FALSE POSITIVE",2837111,"K01110.02",72.75,0.4407924,1842,2425,-0.04,5,18640,2.376,1.829e-05,365144691.281636
"FALSE POSITIVE",3120276,"K01111.01",394.1,0.4866846,635.9,913,-0.1,5,6880,3.609,-0.001679,421970583.735972
"CANDIDATE",3109930,"K01112.01",554.4,0.331021,220.3,628,-0.28,5,4840,2.353,0.0001256,530578062.290767
"CANDIDATE",2854914,"K01113.01",416.8,0.4684784,358.2,490,0.06,23,3676,1.585,-0.0002111,968563831.046373
"CANDIDATE",2854914,"K01113.02",487.9,0.4684784,99.5,264,0.06,23,2070,1.325,-0.0003011,542250425.740103
"FALSE POSITIVE",3337425,"K01114.01",345.9,0.4984144,1136,1033,0,5,7380,3.263,0.0005354,1073948021.1555
"CANDIDATE",3116412,"K01115.01",264.9,0.4901412,630.6,1246,0,31,9767,4.337,-0.0001305,740581974.828955
"CANDIDATE",2849805,"K01116.01",180.2,0.5256572,2105,1587,0.06,23,11340,1.973,0.0001244,2500600966.43552
"CANDIDATE",3114811,"K01117.01",148.1,0.342152,651.8,1463,-0.1,23,11210,3.32,2.554e-05,801481534.684496
"CANDIDATE",2853446,"K01118.01",198.4,0.4006454,1107,816,-0.14,47,5721,1.973,-7.063e-05,1024894169.51247
"FALSE POSITIVE",3003992,"K01119.01",49.19,0.605138,941.2,782,0.04,13,5781,2.192,0.002609,1113315102.78492
"FALSE POSITIVE",3003992,"K01119.02",51.94,0.605138,417.4,425,0.04,13,3011,2.503,-0.001162,800692093.435875
"FALSE POSITIVE",6307537,"K01120.01",165800,0.7034198,11560000,1392,0.3,13,10460,1273,0,24431650810.0792
"FALSE POSITIVE",6359798,"K01121.01",62130,0.4796864,1793000,586,0,31,4304,2200,0.0278,117131460797.458
"FALSE POSITIVE",6311681,"K01122.01",569.6,0.4273556,13630,10230,-0.24,5,32200,0.001915,-0.02391,5728780414.95248
"FALSE POSITIVE",6365321,"K01123.01",838.9,0.4407616,9820,5626,-0.08,5,32100,1.142,-6.596e-05,12871793796.271
"FALSE POSITIVE",6301035,"K01124.01",2712,0.2899164,1723,979,-0.36,5,7723,115.8,0.05233,2948921382.67702
"FALSE POSITIVE",6292162,"K01125.01",2013,0.450386,957,794,-0.08,8,5851,15.53,-0.0005313,2551023695.19518
"FALSE POSITIVE",6307521,"K01126.01",744.2,0.6369968,456.7,1404,0.16,26,11040,8.964,-0.009988,231214564.222344
"FALSE POSITIVE",6307521,"K01126.02",766.6,0.6369968,52.31,157,0.16,26,1251,3.886,-0.004309,53487080.1680962
"CANDIDATE",6359320,"K01127.01",597.9,0.491699,1212,1534,0,8,11770,1.822,-0.001223,1026153653.23524
"CANDIDATE",6359320,"K01127.02",272.6,0.491699,671.1,936,0,8,7030,2.188,-7.12e-05,320641185.720779
"CANDIDATE",6359320,"K01127.03",150.2,0.491699,1936,2179,0,8,16400,2.192,0.0003067,499621463.430518
"CANDIDATE",6362874,"K01128.01",121.1,0.5758808,8783,10260,0,2,32150,3.604,0,4681430037.03238
"CANDIDATE",6272413,"K01129.01",253.8,0.6442798,1571,1213,0.08,5,8756,1.905,-0.0003953,982628673.89538
"FALSE POSITIVE",8279765,"K01130.01",39510,0.4752048,101300,2206,-0.1,5,15590,168.6,0.005042,111160566722.059
"CANDIDATE",8435247,"K01131.01",1111,0.3229044,20450,8823,-0.76,8,27270,0.6108,-0.001568,11989265691.2348
"FALSE POSITIVE",8330548,"K01132.01",7788,0.4006138,48180,7679,0.02,5,32120,5.073,0,55342248352.1042
"FALSE POSITIVE",8374494,"K01133.01",9081,0.5641208,7789,1588,0,8,12120,50.21,-0.6053,5143743727.38454
"FALSE POSITIVE",8414907,"K01134.01",5637,0.6353036,2750,148,0,5,1104,35.47,-0.07366,792969570.118574
"FALSE POSITIVE",8414907,"K01134.02",2726,0.6353036,720.5,160,0,5,1300,3.04,-0.03729,317449172.365905
"FALSE POSITIVE",8397446,"K01135.01",153.1,0.2996004,6428,3735,-0.26,8,19460,5.217,0.0005022,1240292218.61833
"FALSE POSITIVE",8386035,"K01136.01",12.6,0.5016224,12340,9036,-0.28,5,32230,1.377,0,316355182.94058
"FALSE POSITIVE",8332986,"K01137.01",41140,0.603413,4918,27,0,31,230,3.284,0.006771,12492825303.7797
"FALSE POSITIVE",8415745,"K01138.01",4434,0.4323518,254.4,151,-0.12,8,1068,3.383,-0.003838,2255254648.34276
"FALSE POSITIVE",8378634,"K01139.01",313.7,0.3305496,2478,3465,-0.14,5,26540,11.33,-0.02544,2382864519.63582
"CANDIDATE",8397675,"K01140.01",615.6,0.227891,17030,8615,-0.58,5,32210,2.586,-0.0002163,-2454960
"CANDIDATE",8346392,"K01141.01",672.2,0.6068252,1308,1056,-0.14,41,7551,2.249,0.0001636,934137728.97118
"CANDIDATE",8288947,"K01142.01",417,0.58799,2069,1619,-0.04,5,11420,2.154,0.0003114,1589532911.17931
"FALSE POSITIVE",8312852,"K01143.01",533.3,0.4529,1091,1002,-0.12,5,7261,2.755,0.002974,1111198117.05065
"FALSE POSITIVE",8302450,"K01144.01",215.3,0.2183168,3283,2990,-0.66,5,21950,3.318,-0.0004046,1310190793.86258
"CANDIDATE",8313667,"K01145.01",400.9,0.4542424,375.1,465,0,31,3511,2.943,-0.0002188,379461822.273676
"CANDIDATE",8351704,"K01146.01",356.6,0.4889046,1120,879,-0.16,41,6185,1.986,-0.0001696,844639484.195931
"FALSE POSITIVE",8299955,"K01147.01",85.67,0.3061368,3023,2750,-0.28,5,19950,2.468,0.01474,1519102013.5391
"CANDIDATE",8410727,"K01148.01",184.3,0.4585568,776.2,1254,0.1,15,9523,1.832,3.718e-07,669880129.557219
"CANDIDATE",8410727,"K01148.02",109.2,0.4585568,294.8,647,0.1,15,4843,2.66,-5.512e-05,219997132.385228
"CANDIDATE",8278371,"K01150.01",69.77,0.5388496,11480,8976,0.08,23,32190,0.7936,2.265e-05,3170566333.07374
"CANDIDATE",8280511,"K01151.01",198.3,0.494424,802.8,946,-0.2,15,7104,3.325,0.000108,1056714631.91016
"CANDIDATE",8280511,"K01151.02",123.2,0.494424,1002,1296,-0.2,15,9863,2.625,-0.0001177,895961372.826674
"CANDIDATE",8280511,"K01151.03",67.68,0.494424,1435,1314,-0.2,15,9386,2.486,4.681e-05,665904461.20754
"CANDIDATE",8280511,"K01151.04",79.35,0.494424,442.2,606,-0.2,15,4691,2.039,-0.0002113,289261534.618584
"CANDIDATE",8280511,"K01151.05",81.09,0.494424,281.7,456,-0.2,15,3531,1.06,-0.0001435,222905525.037454
"FALSE POSITIVE",10287248,"K01152.01",82630,0.556116,334000,1195,-0.14,29,8563,354.7,0.0152,163657029338.631
"FALSE POSITIVE",10351767,"K01153.01",25060,0.3332196,439900,5280,-0.18,5,25540,28.02,-0.004509,50873143003.9766
"CANDIDATE",10295951,"K01154.01",13970,0.2769996,116700,2317,-0.4,8,18700,45.39,0.0003823,60688770339.0208
"FALSE POSITIVE",10342041,"K01155.01",1703,0.4614448,117900,9992,-0.42,5,32200,0,-0.0002884,17914316362.4953
"FALSE POSITIVE",10514770,"K01156.01",2518,0.5129688,5923,2561,-0.26,5,17130,18.15,0.0004456,18713087887.7963
"FALSE POSITIVE",10342065,"K01157.01",578.1,0.5279928,55100,10640,-0.02,5,32210,0,0.001017,4433472449.71855
"FALSE POSITIVE",10352945,"K01158.01",365.2,0.3085048,867.5,2036,-0.24,8,16380,3.403,0.009138,440500328.360673
"CANDIDATE",10354039,"K01159.01",2469,0.6924644,119,152,0.3,5,1172,2.907,0.0001096,1041489903.27507
"CANDIDATE",10330115,"K01160.01",1187,0.4875308,558.2,736,-0.32,5,5601,2.557,0.0007729,1197102537.59582
"CANDIDATE",10426656,"K01161.01",373.8,0.6369968,1025,1329,0.16,26,9948,2.189,0.0001098,1133804410.57615
"CANDIDATE",10426656,"K01161.02",412.3,0.6369968,456.7,544,0.16,26,4136,2.224,3.286e-05,798720080.165797
"CANDIDATE",10426656,"K01161.03",212.5,0.6369968,1977,1744,0.16,26,12860,1.315,-0.0001352,1143969506.19988
"CANDIDATE",10528068,"K01162.01",901.1,0.3907784,106.4,185,-0.28,23,1601,3.607,-8.144e-05,1264367638.50048
"CANDIDATE",10468940,"K01163.01",360.3,0.6278252,2644,2061,0.14,26,14550,2.534,-0.0001205,2681348183.0504
"CANDIDATE",10468940,"K01163.02",380.4,0.6278252,840.5,969,0.14,26,7300,3.377,0.0001304,680188404.79324
"FALSE POSITIVE",10341831,"K01164.01",93.09,0.5014352,8413,9277,0.07,29,32200,4.97,0.0004963,1177100115.0748
"CANDIDATE",10337517,"K01165.01",515.1,0.598456,1154,688,0,31,4619,2.489,-4.414e-05,3520154745.31262
"CANDIDATE",10337517,"K01165.02",64.57,0.598456,1770,1905,0,31,14360,2.519,-3.338e-05,603420984.067525
"CANDIDATE",10351231,"K01166.01",495.8,0.431594,821.3,511,-0.02,5,3363,2.836,-0.001551,1134422638.82407
"FALSE POSITIVE",10485179,"K01167.01",34.43,0.4754092,7424,4313,-0.34,5,25690,7.385,6.327e-05,735950020.534989
"CANDIDATE",10319385,"K01169.01",71.16,0.652614,12470,6973,0.36,23,32180,1.786,4.992e-05,3491871132.92085
"CANDIDATE",10482160,"K01170.01",544.9,0.3096388,839,516,-0.5,5,3456,2.774,-0.0007533,2307562883.03192
"FALSE POSITIVE",10341913,"K01172.01",10.87,0.2905508,10370,6502,-0.24,5,32180,1.355,5.424e-06,447072492.483414
"FALSE POSITIVE",10480921,"K01173.01",133.2,0.2630282,2868,3870,-0.4,5,25650,3.068,-0.000217,795889189.671103
"CANDIDATE",10350571,"K01175.01",110.7,0.5442424,350,1472,0.1,23,12220,2.032,1.032e-05,303015005.288942
"CANDIDATE",10350571,"K01175.02",141.8,0.5442424,166.5,771,0.1,23,6179,2.141,3.709e-06,262827814.796416
"FALSE POSITIVE",10350571,"K01175.03",178.5,0.5442424,56.2,318,0.1,23,2528,3.176,5.4e-05,162563983.710227
"CANDIDATE",3749365,"K01176.01",30250,0.5284812,18220,2332,-0.06,29,15840,3.855,-0.02706,114399616022.666
"FALSE POSITIVE",3547091,"K01177.01",17370,0.3233996,9388,1793,-0.58,5,12660,47.94,-0.0032,37049272361.5087
"FALSE POSITIVE",3869825,"K01178.01",11540,0.3431376,8425,3312,-0.1,5,25480,19.03,-0.0007234,7507553516.81957
"FALSE POSITIVE",3655332,"K01179.01",30360,0.4646712,286600,534,-0.04,18,3922,850,0.04309,6370704263.36372
"FALSE POSITIVE",4042026,"K01180.01",18910,0.5880592,7346,680,-0.16,5,5458,93.24,0.01898,8224731146.77209
"FALSE POSITIVE",3344419,"K01181.01",399.7,0.635462,7546,6161,0.26,5,32150,9.192,0,3667139193.15977
"FALSE POSITIVE",3865567,"K01182.01",3970,0.4011664,1133,659,-0.1,5,4729,17,0.03103,2734827648.0529
"FALSE POSITIVE",3544689,"K01183.01",1264,0.5268126,6298,5194,0.07,5,32060,2.052,-0.02216,5588113448.05609
"FALSE POSITIVE",4037164,"K01184.01",607.6,0.583392,13000,7529,-0.1,53,32150,16.31,0.0014,8656936417.20413
"FALSE POSITIVE",3443790,"K01185.01",1788,0.2483764,32010,5959,-0.34,5,32080,90.95,-0.001535,61219822996.4913
"FALSE POSITIVE",3966912,"K01186.01",3340,0.5035316,635.5,619,-0.12,5,4826,-2.004,-0.003994,430184533.269784
"FALSE POSITIVE",3848972,"K01187.01",989.2,0.4854112,12860,8188,-0.24,5,32170,30.85,4.653e-05,24570091456.2745
"FALSE POSITIVE",3860441,"K01188.01",677.6,0.5310276,2236,1927,-0.1,5,14240,1.522,0.01407,1482854847.57516
"FALSE POSITIVE",3765771,"K01189.01",841.7,0.2842814,2501,1703,-0.32,57,12150,2.021,-0.0009037,5082722053.48621
"FALSE POSITIVE",3557341,"K01190.01",168.1,0.4582978,7813,4296,-0.22,5,22830,6.378,-0.0004073,1181046261.01682
"CANDIDATE",3859628,"K01191.01",845.7,0.5004636,620.5,792,-0.06,18,5862,2.898,-0.0005465,737802074.286006
"FALSE POSITIVE",3644071,"K01192.02",4408,0.52146,351.3,98,-0.04,5,753,1.633,-0.02565,793504222.675428
"CANDIDATE",3942446,"K01193.01",5394,0.3031556,163.2,68,-0.52,5,514,2.695,0.0004395,2421347483.45481
"CANDIDATE",3554031,"K01194.01",1344,0.5948288,557.9,550,-0.5,18,3978,2.845,4.701e-06,978251080.871072
"FALSE POSITIVE",3554031,"K01194.02",527.6,0.5948288,1145,898,-0.5,18,6368,3.081,3.527e-05,831203656.678517
"CANDIDATE",3554031,"K01194.03",772.2,0.5948288,306.6,314,-0.5,18,2424,2.322,0.0001013,325588921.043069
"FALSE POSITIVE",3644523,"K01195.01",3541,0.4002012,1510,285,-0.12,8,2303,36.86,-0.0003257,164307035.391123
"FALSE POSITIVE",3348082,"K01196.01",291.8,0.594426,2290,1877,0.16,26,13520,2.634,0,1102243135.00117
"CANDIDATE",3348082,"K01196.02",295.6,0.594426,583.8,1037,0.16,26,8010,2.234,0,418144098.816067
"CANDIDATE",3348082,"K01196.03",330.8,0.594426,168.7,345,0.16,26,2829,3.131,0,250571061.715492
"FALSE POSITIVE",3853673,"K01197.01",283.5,0.3052104,13520,7440,-0.42,5,32200,5.705,0.0009757,4797515032.72317
"CANDIDATE",3447722,"K01198.01",590.4,0.38713,500.8,1084,-0.08,15,8438,2.406,-9.349e-05,539213726.726219
"CANDIDATE",3447722,"K01198.02",481.6,0.38713,219,537,-0.08,15,4423,2.236,6.642e-05,301824114.40641
"CANDIDATE",3447722,"K01198.03",272.3,0.38713,696.7,1280,-0.08,15,9724,1.345,0.000172,331597210.49724
"CANDIDATE",3859079,"K01199.01",1096,0.6834728,118.8,260,0.12,4,2064,3.08,-0.0003986,668573000.324077
"CANDIDATE",4061149,"K01201.01",521.9,0.5550232,2593,1738,-0.22,41,11770,2.315,-0.0002316,2345550088.3772
"CANDIDATE",3444588,"K01202.01",348.6,0.5803732,8102,9339,-0.02,46,32160,1.511,-0.000291,2602713439.23175
"CANDIDATE",3962243,"K01203.01",910.2,0.5485162,152.7,311,0.14,26,2441,2.496,-0.0004032,410844669.959016
"CANDIDATE",3962243,"K01203.02",574.7,0.5485162,393.2,538,0.14,26,4010,3.598,0.0004225,635659356.308744
"CANDIDATE",3962243,"K01203.03",624.8,0.5485162,122,188,0.14,26,1427,2.816,-0.0009125,218835851.495298
"CANDIDATE",3438507,"K01204.01",326.8,0.3370988,901.8,1962,-0.18,5,15480,2.567,7.773e-05,553488372.093023
"CANDIDATE",3869014,"K01205.01",392.1,0.550491,701.5,1497,0.2,26,11870,3.152,3.719e-05,884323331.2921
"CANDIDATE",3732821,"K01207.01",741.7,0.5275184,562.1,549,-0.3,5,3948,2.916,0.00119,1170548660.41415
"CANDIDATE",3962357,"K01210.01",306,0.459508,447.1,912,0.14,26,7119,1.376,0.0001449,419051276.799126
"FALSE POSITIVE",3858704,"K01211.01",111.4,0.2907776,2066,2658,-0.28,18,20010,3.396,-0.01086,1010192576.74265
"CANDIDATE",3749134,"K01212.01",259.2,0.562048,762.2,1094,0.16,26,8486,1.888,-0.0001427,449745171.821243
"FALSE POSITIVE",3556220,"K01213.01",40.11,0.2319996,8648,6106,-0.54,18,25770,0.66,-0.002882,1297497991.62826
