"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_ldm_coeff2","tce_ldm_coeff3","tce_robstat","tce_dof1","tce_sma","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tce_maxmes","boot_fap","boot_messtd","tce_rb_tcount0","tce_fwm_prao","tce_time0bk_sn","tce_sma_sn","tce_fwm_sra_sn"
"FALSE POSITIVE",6029130,"K06647.01",134.746,-0.230922,0.900096,10780,963,0.09987,5,12.5915,134.75,2454970,9910,-1,-1,104,-0.03768,-134.746,-0.09987,1218852547.7707
"FALSE POSITIVE",6041511,"K06649.01",132.211,0.5727028,-0.4264776,7.876,12140,0.02161,25,0.977058,132.183,2454970,2.729,6.985e-15,1.0737,1299,-2.964e-05,23490.3967450207,6.73208722741433,301325.240310078
"FALSE POSITIVE",6042116,"K06650.01",136.596,0.9409388,-0.9470684,12530,2151,0.0699,12,5.40713,136.6,2454970,8245,-1,-1,238,0.0001222,14437232.662923,2.43130434782609,1634275378.15126
"FALSE POSITIVE",6042663,"K06651.01",151.532,0.11191,0.4152508,5093,387,0.1868,5,30.9715,151.539,2454980,1379,0,1.1071,42,-0.001337,4010003.0432539,4.56835412081193,386878071.570577
"FALSE POSITIVE",6044064,"K06652.01",133.687,0.3654998,0.1893222,5205,1764,0.05126,5,5.0633,133.69,2454970,1090,-1,-1,257,1.077,-133.687,-0.05126,1195717791.41104
"FALSE POSITIVE",6046311,"K06654.01",132.116,0.9176944,-0.7492692,34.27,12360,0.01903,5,0.957475,131.912,2454960,4.173,-1,-1,1328,0.0001425,14083.0897605632,4.14777680906713,175987
"FALSE POSITIVE",6048106,"K06655.01",132.512,1.1290452,-1.1213508,1654,963,0.02843,5,1.55939,132.513,2454970,225,-1,-1,115,0,5022076.18462891,4.17535614627699,658941616.161616
"FALSE POSITIVE",6048255,"K06656.01",132.054,1.029179,-1.0666018,8.176,20530,0.01522,5,0.576295,132.058,2454970,2.995,-1,-1,2233,0,0.110094542544145,0.110932944606414,0
"FALSE POSITIVE",6057750,"K06657.01",131.954,0.3577262,-0.1400992,14.79,7326,0.03222,25,1.60375,131.947,2454960,2.721,2.3548e-36,1.1304,797,-1.59e-05,23979.0800453581,4.91983508932661,819098.838174274
"FALSE POSITIVE",6060580,"K06658.01",133.199,0.1316432,0.4353784,2447,5067,0.03235,5,2.31336,133.201,2454970,1084,0,1.0772,552,0.001581,7103340.51494272,6.12689393939394,172039800
"FALSE POSITIVE",6063448,"K06659.01",139.943,1.0546536,-1.013772,1734,171,0.3893,5,76.018,139.944,2454970,158.3,0,1.2695,18,-0.002711,948483.164344196,3.07018927444795,328808490.878939
"FALSE POSITIVE",6103049,"K06662.01",131.889,0.6997562,-0.3778852,1845,14280,0.01392,5,0.643174,131.886,2454960,1200,-1,-1,1396,0.0001793,5029381.81873649,4.26732066217045,187305742.574257
"FALSE POSITIVE",6109688,"K06663.01",140.287,0.9351512,-0.9564316,1178,792,0.1308,5,14.0867,140.293,2454970,50.95,0,1.0603,90,0.002695,1079803.56991664,3.93265183403488,2090445136.61202
"FALSE POSITIVE",6111011,"K06664.01",133.545,0.4114654,0.0852778,7.753,837,0.1095,5,14.7639,133.533,2454970,2.762,2.7081e-13,1.0079,88,1.717e-05,16166.9122160092,6.57262905162065,464031.210653753
"FALSE POSITIVE",6128141,"K06665.01",132.732,0.5924216,-0.2772242,97.22,6291,0.02957,5,1.87262,132.73,2454970,31.34,0,1.0224,674,8.057e-05,701369.110210466,4.02312925170068,7696923.22834646
"CANDIDATE",6128245,"K06666.01",131.616,0.5362728,-0.1770752,8.239,10630,0.02077,5,1.11851,131.612,2454960,2.154,6.7972e-16,1.0325,1126,5.187e-05,51871.4406762961,4.0765456329735,487579.27680798
"FALSE POSITIVE",6131659,"K06667.01",144.568,-0.3806042,1.1125978,30790,531,0.1195,5,17.5278,144.572,2454980,12470,-1,-1,72,0.007351,-144.568,-0.1195,4237279481.64147
"FALSE POSITIVE",6146838,"K06668.01",143.672,0.8370748,-0.4535284,4900,423,0.1575,5,27.4671,143.675,2454980,3.695,0,1.0436,46,-0.01554,4196285.40301829,8.37765957446809,362428138.686131
"FALSE POSITIVE",6147573,"K06669.01",137.364,0.221108,0.2740496,7117,459,0.164,5,25.8366,137.369,2454970,6008,0,1.0781,49,0.02597,4078237.16978107,4.44926749864352,735997222.222222
"FALSE POSITIVE",6152521,"K06670.01",131.895,1.023208,-1.0083048,7.176,3330,0.02206,5,0.948959,131.857,2454960,2.104,-1,-1,377,1.106e-05,4201.61508688658,3.02481831893597,154584.449612403
"FALSE POSITIVE",6185717,"K06671.01",139.431,1.3540062,-1.2506884,2406,747,0.1019,5,11.7022,139.432,2454970,86.59,0,1.059,87,-0.04736,5707157.73876525,3.03364096457279,141522873.134328
"CANDIDATE",6187508,"K06672.01",132.921,-0.1344022,0.762169,8.603,3996,0.03211,5,2.28495,132.921,2454970,1.58,4.9874e-18,1.0233,351,0.0001468,65849.0911883165,6.74296514069719,489013.316195373
"FALSE POSITIVE",6205460,"K06673.01",134.586,0.3095924,0.2170728,3709,2961,0.04951,5,3.72297,134.612,2454970,501.7,-1,-1,352,-0.01155,-134.586,-0.04951,4526825116.27907
"FALSE POSITIVE",6206751,"K06674.01",132.221,0.7992572,-0.7829484,4095,9468,0.02543,17,1.24534,132.224,2454970,782.1,-1,-1,1032,-0.0002721,16503921.2431146,6.2206457925636,4078190585.77406
"FALSE POSITIVE",6207053,"K06675.01",131.855,-0.6779072,1.3886096,16.24,19630,0.01296,5,0.604755,131.849,2454960,7.162,4.7715e-35,1.0713,2097,0.02137,103545.625883462,12.6439024390244,674601.487889273
"FALSE POSITIVE",6220470,"K06677.01",136.505,0.6957606,-0.7448326,8153,1413,0.09417,5,8.14416,136.504,2454970,1073,-1,-1,157,0,7637241.51821681,4.20777479892761,723220586.080586
"FALSE POSITIVE",6228703,"K06678.01",134.658,0.7884374,-0.7699654,13930,2871,0.05855,12,4.20022,134.655,2454970,3.091,0,1.1533,305,-0.003225,3275473.71749653,3.9190093708166,1135478514.28571
"FALSE POSITIVE",6231401,"K06679.01",137.588,1.218184,-1.0541424,1989,1944,0.06079,5,6.09193,137.59,2454970,1152,-1,-1,189,0.01409,3697647.91881665,4.79416403785489,122889641.975309
"CANDIDATE",6265961,"K06680.01",135.153,-0.1557484,0.7188944,8.507,1611,0.05986,25,5.52507,135.155,2454970,2.295,3.1662e-16,1.0164,175,3.404e-05,25565.6861817838,7.74385510996119,595641.698113208
"FALSE POSITIVE",6283224,"K06682.01",132.038,0.0695796,0.567532,2548,8037,0.01487,5,0.766473,132.035,2454970,2587,-1,-1,925,-0.0006534,8010750.73107398,8.42492917847025,703360905.797101
"FALSE POSITIVE",6285094,"K06683.01",132.8,0.5082428,-0.1804072,9.657,1116,0.05926,5,5.24365,132.743,2454970,1.569,4.8092e-19,1.1009,128,-0.0001375,7269.18424207259,3.70143660212367,680234.265734266
"FALSE POSITIVE",6285396,"K06684.01",132.695,1.1129694,-0.964329,9.356,2268,0.05774,5,5.24364,132.695,2454970,3.513,1.9902e-19,1.0315,251,-0.0001682,4409.93685609837,4.001386001386,463370.404761905
"FALSE POSITIVE",6285397,"K06685.01",132.686,-0.7030986,1.4425238,10.27,2313,0.05207,5,5.24384,132.687,2454970,2.223,8.908e-22,1.0343,251,7.316e-05,11421.5129291051,14.0350404312668,644421.092715232
"FALSE POSITIVE",6292732,"K06686.01",132.634,0.1241422,0.3340044,12.57,9486,0.02316,25,1.2534,132.619,2454970,3.041,3.28e-29,1.1112,1029,3.676e-05,44698.9994169725,8.8498280473825,933920.428571429
"CANDIDATE",6307000,"K06687.01",131.659,-0.5793792,1.3135756,8.965,11790,0.01779,5,1.00259,131.659,2454960,2.495,2.6147e-17,1.0391,1181,-0.0003479,56649.9432033321,13.674096848578,492331.141439206
"FALSE POSITIVE",6311637,"K06688.01",132.73,0.6293986,-0.2516996,2033,5715,0.02526,5,1.6208,132.734,2454970,6.556,-1,-1,769,-0.001213,7891060.20701177,3.21169739351557,1453543868.61314
"CANDIDATE",6345758,"K06689.01",132.033,-0.0946832,0.6346324,8.358,2763,0.04338,5,3.37116,132.017,2454970,1.423,1.1557e-17,1.0336,303,4.315e-05,16917.8293699556,4.24461839530333,492772.675324675
"FALSE POSITIVE",6364126,"K06690.01",132.872,-0.5487956,1.27019,10.13,1980,0.0549,5,5.24411,132.639,2454970,1.047,8.8098e-22,1.1051,218,5.299e-05,2572.75020863224,10.9778044391122,2679956.4738292
"FALSE POSITIVE",6364195,"K06691.01",132.701,-0.509628,1.267644,9.03,2304,0.05376,5,5.24372,132.716,2454970,1.277,2.5214e-16,1.1197,251,0.0002864,6231.1177893081,11.8283828382838,790973.983739837
"FALSE POSITIVE",6364200,"K06692.01",132.708,0.6177498,-0.313407,10.14,2304,0.05923,5,5.24387,132.685,2454970,2.26,6.4922e-22,1.037,251,2.796e-05,9037.71503289339,4.42345033607169,655154.276094276
"FALSE POSITIVE",6364247,"K06693.01",132.65,0.2675448,0.1411862,10.63,2349,0.06025,5,5.24409,132.651,2454970,0.4032,1.0872e-24,1.0728,251,9.224e-07,10898.9474895037,3.84492661135929,627718.709677419
"FALSE POSITIVE",6364294,"K06694.01",132.847,0.969179,-0.8775492,8.916,2331,0.06218,5,5.24335,132.792,2454970,1.618,4.7403e-17,1.0748,252,0.0001421,9213.32963451002,3.95547073791349,574047.84660767
"FALSE POSITIVE",6367628,"K06696.01",131.909,0.3600086,0.2105946,330.5,3006,0.0421,5,3.77971,131.91,2454960,41.08,-1,-1,346,0.00129,-131.909,-0.0421,3678408662.90019
"FALSE POSITIVE",6372268,"K06698.01",133.612,0.217139,-0.1503288,56.64,2214,0.04825,12,5.21986,133.619,2454970,19.22,-1,-1,245,0.0002187,179313.43616089,8.88418339164058,35358097.2972973
"FALSE POSITIVE",6384840,"K06699.01",133.371,-0.2062124,0.8047884,8.147,4023,0.03488,5,2.49906,133.368,2454970,3.124,2.6494e-15,1.0284,446,-4.578e-05,25455.4442406463,4.56843483955468,1209111.40243902
"FALSE POSITIVE",6386784,"K06700.01",132.876,1.1293958,-1.0967724,11.74,5967,0.03301,5,1.99571,132.848,2454970,1.391,9.4209e-24,1.0535,607,1.311e-06,36915.3322146532,4.40074656712438,709367.678571429
"FALSE POSITIVE",6390236,"K06701.01",131.672,0.7074832,-0.48172,6.959,13190,0.01844,5,0.898794,131.661,2454960,4.626,1.3106e-12,1.0825,1218,1.349e-05,32424.6588161128,5.50612123021798,322191.310679612
"FALSE POSITIVE",6421188,"K06702.01",136.288,0.464696,-0.1171932,2779,540,0.1259,5,16.4343,136.29,2454970,163.1,0,1.048,61,0.0123,3155165.3887469,3.62824207492795,177928273.584906
"FALSE POSITIVE",6421483,"K06703.01",131.904,0.1314532,0.4948116,982.8,3870,0.03071,5,2.15838,131.907,2454960,48.12,-1,-1,465,-2.251e-05,3441174.39885628,1.23333333333333,1164794753.08642
"CANDIDATE",6423922,"K06705.01",131.595,1.23616,-1.450184,15.24,8883,0.009062,12,0.995122,131.545,2454960,0,4.4225e-32,1.1802,1014,-6.006e-05,27208.8378324732,2.08513575701795,664888.210526316
"CANDIDATE",6436505,"K06707.01",155.198,-0.0034896,0.599634,9.456,252,0.2306,5,43.5348,155.221,2454990,2.902,2.9758e-22,1.0197,29,0.0002511,17828.5837695764,6.5810502283105,574815.238095238
"FALSE POSITIVE",6436505,"K06707.02",146.461,-0.0034896,0.599634,7.923,477,0.1582,5,24.7217,146.48,2454980,2.81,1.2201e-16,1.0178,50,-0.0007934,13346.7899940766,6.58343736995422,455515.825471698
"FALSE POSITIVE",6437993,"K06708.01",131.74,-0.4009688,1.1312672,6.995,8415,0.02199,5,1.39785,131.762,2454960,3.168,7.7484e-12,1.1135,917,-2.828e-05,34402.7054199799,10.5467625899281,544949.577464789
"FALSE POSITIVE",6442246,"K06709.01",132.735,1.1585512,-1.0197064,8.248,5346,0.03232,5,2.21284,132.703,2454970,2.046,2.1541e-15,1.0344,575,-1.68e-06,22169.7955638696,3.53339892861047,512930.263852243
"FALSE POSITIVE",6443392,"K06710.01",132.279,0.3401876,0.0374074,1577,7587,0.02668,12,1.55394,132.279,2454970,2530,-1,-1,817,0.001424,5321749.4156411,3.79354471775914,530414087.193461
"FALSE POSITIVE",6447326,"K06711.01",132.321,0.63704,-0.3972,9.089,2673,0.05347,5,4.3177,132.598,2454970,6.932,3.2853e-19,0.93969,309,-3.023e-05,10602.6442307692,3.9287288758266,1045521.71122995
"FALSE POSITIVE",6448768,"K06712.01",131.604,0.778324,-0.5252,4965,702,0.1333,55,16.4867,131.609,2454960,324.2,-1,-1,77,0.01043,4167294.69731034,3.81620383624392,412241115.789474
"FALSE POSITIVE",6449291,"K06713.01",133.612,0.213572,0.3210004,8.383,2070,0.06438,5,5.77689,133.613,2454970,2.519,2.9888e-16,1.0223,222,-2.431e-05,25785.9074145195,1.46718322698268,771335.275590551
"FALSE POSITIVE",6449552,"K06714.01",135.809,-0.0173084,0.5785532,20060,585,0.1379,5,20.1487,135.815,2454970,3812,-1,-1,64,0,-135.809,-0.1379,1462432388.0597
"CANDIDATE",6452742,"K06715.01",131.869,0.851021,-0.5629284,4397,17260,0.01429,5,0.687771,131.868,2454960,1.071,-1,-1,1862,-0.007723,10792833.6416166,4.55821371610845,409560479.166667
"FALSE POSITIVE",6464285,"K06716.01",131.943,0.280554,0.3360124,4360,13720,0.01527,5,0.843652,131.947,2454960,551.8,-1,-1,1459,0.1443,-131.943,-0.01527,2480591875
"FALSE POSITIVE",6466939,"K06717.01",131.898,0.488602,0.1619394,15850,9558,0.01808,5,1.14295,131.899,2454960,2.594,0,1.6052,1108,0,27982493.1739926,14.464,2131172240.08574
"FALSE POSITIVE",6468938,"K06718.01",135.453,0.790544,-0.5320312,5893,1683,0.07167,5,7.21704,135.45,2454970,5457,-1,-1,182,-0.002072,9663411.11927574,3.9465859030837,659359834.437086
"FALSE POSITIVE",6471229,"K06719.01",132.801,0.6921772,-0.38197,13.66,6669,0.02778,5,1.75249,132.772,2454970,4.022,6.0003e-32,1.1116,674,2.761e-05,52873.1650800855,4.46767449340624,1899468.38095238
"FALSE POSITIVE",6471230,"K06720.01",132.81,0.59332,-0.2114024,10.56,6678,0.0267,5,1.75248,132.776,2454970,2.645,1.1343e-19,1.076,714,-3.139e-06,40258.1419598904,4.21934260429836,982484.975369458
"FALSE POSITIVE",6521174,"K06721.01",133.821,0.0016426,0.5434086,10.41,1440,0.07857,5,8.27925,133.815,2454970,3.989,1.4159e-25,1.0106,155,0,26395.1951715024,4.61904761904762,624675.787781351
"FALSE POSITIVE",6521542,"K06722.01",132.676,0.9657434,-0.7705858,30140,5283,0.03241,5,2.21289,132.678,2454970,6.901,-1,-1,580,0,-132.676,-0.03241,2396449691.73859
"FALSE POSITIVE",6522353,"K06723.01",132.124,-0.4448386,1.1226568,10.2,14000,0.01674,5,0.845098,132.121,2454970,2.973,5.3348e-20,1.0744,1512,-0.000904,51178.320757348,6.72829581993569,666216.506849315
"FALSE POSITIVE",6522750,"K06724.01",135.754,0.0531898,0.4522824,27460,630,0.1311,17,17.4455,135.753,2454970,15450,-1,-1,76,0.1861,-135.754,-0.1311,3908015863.45382
"FALSE POSITIVE",6523216,"K06725.01",138.221,1.132584,-0.8974224,2885,855,0.117,55,14.3128,138.238,2454970,136.8,0,1.1009,92,0.0009868,3106934.69460235,5.0671286271113,315085000
"FALSE POSITIVE",6531485,"K06726.01",131.801,0.5269672,-0.1362224,1026,16240,0.01456,5,0.676993,131.799,2454960,1385,-1,-1,1881,0.001026,7706939.70154839,4.53865336658354,111586346.590909
"FALSE POSITIVE",6543682,"K06728.01",132.287,0.1043987,0.3852545,9786,8451,0.02205,13,1.19553,132.294,2454970,0.7765,-1,-1,1077,0.1754,-132.287,-0.02205,2517275253.80711
"FALSE POSITIVE",6545018,"K06729.01",132.846,0.9245616,-0.6393774,22880,5904,0.02845,5,1.99571,132.847,2454970,3.237,-1,-1,640,0,-132.846,-0.02845,2112154574.46809
"FALSE POSITIVE",6548447,"K06730.01",133.027,-0.4381264,1.1154149,3037,846,0.0928,5,10.7683,133.033,2454970,2027,-1,-1,124,0.05842,3215309.50136562,1.73360732299645,560643126.760563
"CANDIDATE",6551106,"K06731.01",133.394,0.5867408,-0.295,8.208,3024,0.04876,5,3.84613,133.396,2454970,2.379,1.4034e-16,1.0241,316,-1.534e-06,22131.0469086481,3.95779220779221,427861.43776824
"FALSE POSITIVE",6584167,"K06732.01",132.054,1.1902558,-1.0539126,9.01,12440,0.0154,12,0.733711,132.039,2454970,1.836,1.4316e-14,1.3435,1373,-7.79e-05,15407.8433523091,2.75738585496867,290110.705521472
"CANDIDATE",6584278,"K06733.01",132.103,0.2518684,0.1334526,8.861,7128,0.02856,25,1.28938,132.107,2454970,1.448,5.9679e-14,1.0835,777,-2.717e-05,24813.1076349757,3.39959528627544,537449.943181818
"FALSE POSITIVE",6591789,"K06735.01",134.357,0.2265022,0.2902676,13580,2304,0.05536,5,5.08836,134.362,2454970,4678,-1,-1,251,0.04853,-134.357,-0.05536,1159783636.36364
"FALSE POSITIVE",6593363,"K06736.01",139.258,0.9687502,-0.797926,6129,630,0.1465,5,18.5276,139.267,2454970,228.4,0,1.161,70,-0.006449,9315165.62316049,2.9476861167002,1020116382.97872
"FALSE POSITIVE",6594972,"K06737.01",132.988,0.521738,-0.1688634,17870,1035,0.09452,5,10.8192,132.987,2454970,4560,-1,-1,118,-0.0004618,-132.988,-0.09452,1902924554.45545
"FALSE POSITIVE",6595662,"K06738.01",132.598,0.6882688,-0.401684,6568,4356,0.03724,5,2.6805,132.601,2454970,387.1,-1,-1,475,0,20966000.0980325,4.02333621434745,1151828862.27545
"CANDIDATE",6603765,"K06739.01",139.831,-0.1632244,0.87476,7.888,576,0.1268,5,19.1643,139.819,2454970,3.567,2.1375e-14,1.0153,65,-0.0002624,15547.4882696969,9.50524737631184,405990.774058577
"FALSE POSITIVE",6606282,"K06740.01",132.425,1.156348,-1.0134147,831.3,11310,0,5,1.05358,132.427,2454970,1.493,-1,-1,1212,0.0006287,4665135.40077714,0,65737020.2702703
"FALSE POSITIVE",6606669,"K06741.01",132.412,-0.8431904,1.518226,15.93,10630,0,55,0.970083,132.41,2454970,9.024,1.5661e-117,0.73943,1161,0,285759.297665575,0,3545723.3151184
"FALSE POSITIVE",6607610,"K06742.01",162.163,-0.7416032,1.4072464,1137,189,0.3698,55,63.5185,162.182,2455000,153.3,0,1.0815,19,-0.001129,619832.278384246,4.00606651500379,115982559.52381
"FALSE POSITIVE",6610219,"K06743.01",134.784,0.5659488,-0.2957986,26540,2079,0.06446,17,5.65046,134.75,2454970,26.14,-1,-1,225,-0.00658,5763029.28462397,5.65438596491228,3551825636.36364
"FALSE POSITIVE",6610433,"K06744.01",131.862,0.3733252,-0.1931432,12.22,12920,0.02404,17,0.920944,131.905,2454960,3.597,-1,-1,1395,0,10907.7824101648,3.99401894002326,0
"CANDIDATE",6628926,"K06746.01",131.521,0.9661284,-0.8041366,21.55,621,0.03697,5,2.5644,131.521,2454960,5.25,3.6094e-98,0.98581,59,0.0004555,328227.28168884,3.44547996272134,2767298.0474198
"FALSE POSITIVE",6629156,"K06747.01",131.583,0.6239896,-0.442822,12.65,16510,0.01685,5,0.715414,131.52,2454960,1.558,-1,-1,1803,7.36e-05,23228.4270769709,3.81394296061566,1626609.01639344
"FALSE POSITIVE",6629588,"K06748.01",131.519,1.2021683,-1.1710608,5273,5247,0.03543,5,2.26448,131.516,2454960,15.82,-1,-1,565,9.609e-07,6156708.90697925,3.0333904109589,1668098823.52941
"CANDIDATE",6664842,"K06750.01",135.717,-0.2473026,0.8348254,8.701,2241,0.05817,25,5.21393,135.721,2454970,2.193,7.724e-16,1.0158,245,-4.265e-05,12898.7711111322,4.5303738317757,476345.431472081
"FALSE POSITIVE",6665064,"K06751.01",131.702,-0.0448636,0.5560908,13.26,2610,0.01559,25,0.69836,131.702,2454960,3.068,2.5184e-33,1.0563,204,0.002332,109915.624139341,7.36767485822306,983064.712041885
"FALSE POSITIVE",6665064,"K06751.02",144.964,-0.0448636,0.5560908,7.438,54,0.1693,25,25.0037,144.907,2454980,5.275,1.0038e-17,1.0287,8,-0.0008468,12606.1133092743,7.36727589208007,685280.364963504
"CANDIDATE",6670610,"K06752.01",137.269,-0.0945074,0.3998124,8.117,1053,0.07039,5,8.94299,137.262,2454970,2.355,7.8746e-13,1.0142,113,7.193e-05,29674.5867210283,11.9446801289666,555766.539589443
"FALSE POSITIVE",6672229,"K06754.01",143.209,-0.1592768,0.6964664,5017,369,0.1641,5,23.8327,143.209,2454980,3777,-1,-1,42,0,-143.209,-0.1641,493404519.480519
"FALSE POSITIVE",6676725,"K06755.01",132.19,0.573346,-0.3119752,11.07,8208,0.02562,5,1.42878,132.181,2454970,3.495,-1,-1,902,0.0003766,39689.3070959761,3.97826086956522,1068621.00558659
"FALSE POSITIVE",6695889,"K06757.01",132.377,1.0530488,-0.8866808,4750,10610,0.02059,5,1.10655,132.379,2454970,215.4,-1,-1,1162,0,11848361.1692892,3.99185730903451,1033888306.87831
"FALSE POSITIVE",6697716,"K06758.01",131.859,-0.2110186,0.937043,9137,15510,0.01388,5,0.721624,131.86,2454960,2.828,0,1.0748,1776,-0.0006016,17068352.8901603,10.2284450994842,1812313333.33333
"FALSE POSITIVE",6698670,"K06760.01",139.794,0.9059556,-0.7326166,5356,1089,0.0978,5,10.8159,139.794,2454970,113.9,0,1.0731,119,0.009773,9587474.02423719,4.06991260923845,642269344.262295
"FALSE POSITIVE",6706287,"K06761.01",132.117,-0.13638,0.7384696,11530,8856,0.02149,12,1.26769,132.12,2454970,3.865,-1,-1,1016,0,-132.117,-0.02149,2678234782.6087
"CANDIDATE",6763884,"K06763.01",132.998,0.0716112,0.401489,7.55,4797,0.0358,25,2.44694,132.998,2454970,2.171,8.8778e-13,1.0423,519,3.995e-05,75851.0559424208,7.46611053180396,818331.495726496
"FALSE POSITIVE",6766748,"K06764.01",132.512,0.997765,-0.95751,15030,3240,0.04832,5,3.50141,132.511,2454970,8.44,-1,-1,363,0.005895,-132.512,-0.04832,2212225776.75489
"CANDIDATE",6768616,"K06765.01",140.673,0.6966448,-0.4192028,7.84,900,0.1078,5,13.0565,140.687,2454970,2.754,4.535e-15,1.0234,100,-0.0002352,13935.3324021516,3.91146589259797,530844.876033058
"FALSE POSITIVE",6768616,"K06765.02",131.708,0.6966448,-0.4192028,7.813,1287,0.083,5,8.82465,131.732,2454960,2.467,1.5502e-15,1.0243,144,0.0001654,15423.4576893621,3.90956194065002,468846.447688564
"FALSE POSITIVE",6778289,"K06767.01",152.22,0.8131584,-0.727196,12980,360,0.2057,5,30.1303,152.227,2454990,8123,-1,-1,41,0.09978,-152.22,-0.2057,2758284844.19263
"FALSE POSITIVE",6781047,"K06768.01",136.189,0.7380808,-0.5196034,10.45,1728,0.07407,12,7.04398,136.119,2454970,2.29,1.3568e-19,1.0079,188,-2.639e-05,9263.80159442766,3.28907637655417,810346.265560166
"FALSE POSITIVE",6781535,"K06769.01",138.835,0.2560468,0.1746224,4492,1323,0.08489,17,9.12205,138.838,2454970,2967,-1,-1,143,0.005589,7149809.45514471,7.69628286491387,503564407.216495
"FALSE POSITIVE",6792124,"K06770.01",131.688,0.7782198,-0.6171566,14.04,22380,0.0141,5,0.528809,131.678,2454960,0.4848,9.8526e-28,1.2045,2303,8.016e-05,56708.0496595915,3.04338441614505,1101613.57541899
"FALSE POSITIVE",6804648,"K06771.01",131.607,0.827251,-0.687807,7.859,16830,0.01713,5,0.7006,131.605,2454960,4.454,1.4653e-13,1.0404,1472,-0.0002199,78858.5295703757,2.94938016528926,646074.707792208
"FALSE POSITIVE",6806632,"K06772.01",140.976,0.0560336,-0.0106124,3930,1242,0.113,5,9.46925,140.971,2454970,690,0,1.036,135,0,4447837.85659749,2.89892252437147,449797855.530474
"FALSE POSITIVE",6841577,"K06773.01",140.273,0.4936912,-0.064504,7041,585,0.1142,5,15.5375,140.273,2454970,581.7,-1,-1,65,0.004621,4603854.46000144,4.81856540084388,538985327.635328
"CANDIDATE",6842345,"K06774.01",142.407,0.7780312,-0.530374,1315,468,0.13,5,17.3817,142.404,2454980,2.655,0,1.0064,52,-0.006908,2570393.5541164,4.08933626926707,72575256.7049808
"FALSE POSITIVE",6852488,"K06775.01",131.766,0.9575974,-0.9770706,1194,5463,0.03727,17,2.17207,131.753,2454960,7.54,-1,-1,595,0,3819215.78630061,6.28923388457644,797989336.099585
"CANDIDATE",6853172,"K06776.01",157.154,0.5100478,-0.2519822,7.5,414,0.194,5,28.6566,157.136,2454990,2.932,1.5037e-14,1.0058,45,-9.348e-05,8692.6268045799,3.87225548902196,365250.721062619
"CANDIDATE",6859546,"K06777.01",137.248,-0.4882344,1.2196112,9.843,909,0.1006,5,13.4451,137.244,2454970,3.167,8.7169e-17,1.0256,98,0.0003905,26010.44223134,12.7100442198358,617242.675159236
"FALSE POSITIVE",6859813,"K06778.01",132.676,0.6505952,-0.4056752,16230,1080,0.09778,5,10.8824,132.677,2454970,707.9,0,1.2897,118,-0.1422,24060046.7505808,5.34901531728665,2367168986.56899
"FALSE POSITIVE",6863840,"K06779.01",131.712,-0.2464652,0.949214,8035,6138,0.02734,5,1.92636,131.75,2454960,3.649,-1,-1,661,-0.08485,-131.712,-0.02734,1557625840
"FALSE POSITIVE",6864569,"K06780.01",254.419,-0.0405244,0.0018676,26.84,27,1.488,5,383.579,255.338,2455090,10.39,-1,-1,4,-2.63e-05,-254.419,-1.488,57989.619047619
"FALSE POSITIVE",6864859,"K06782.01",158.31,0.7491896,-0.7323992,28840,279,0.2785,12,40.8782,158.314,2454990,29330,-1,-1,30,0,-158.31,-0.2785,3264658291.45729
"CANDIDATE",6867219,"K06783.01",140.341,0.5528536,-0.2289616,7.358,1008,0.1022,5,11.85,140.341,2454970,3.45,1.0453e-15,1.0036,107,0.0005823,15543.0159925575,3.97201710066071,567875.959302326
"FALSE POSITIVE",6877673,"K06784.01",156.099,0.7731344,-0.5169688,24980,324,0.2134,5,36.7582,156.106,2454990,16290,-1,-1,36,-0.00419,-156.099,-0.2134,2066847064.98952
"CANDIDATE",6878408,"K06786.01",581.858,0.3568356,0.048816,13.12,27,1.153,5,455.628,581.873,2455410,3.704,1.9479e-39,1.0096,3,0.001276,37685.8358646865,4.00904033379694,876837.466666667
"FALSE POSITIVE",6890618,"K06787.01",133.086,0.8084258,-0.5279004,70.86,7452,0.02528,5,1.57406,133.057,2454970,3.71,0,1.0959,809,0.01052,89686.0321717624,4.53452914798206,3420499.65635739
"FALSE POSITIVE",6927629,"K06789.01",135.339,0.2650328,0.1817176,10930,2385,0.04695,5,3.86762,135.343,2454970,4.06,-1,-1,260,-0.009726,-135.339,-0.04695,990943821.989529
"FALSE POSITIVE",6929016,"K06790.01",132.011,0.724466,-0.3946436,11.11,12480,0.01524,5,0.733735,132.013,2454970,0.7302,2.2686e-25,1.1184,1372,-0.0002544,35868.9479590367,4.39573117969426,532781.264044944
"FALSE POSITIVE",6936977,"K06791.01",159.767,0.020968,0.5773128,4260,297,0.2032,5,36.4732,159.766,2454990,2.559,0,1.1162,32,-0.05342,9072824.74133133,6.20079340860543,298086397.515528
"FALSE POSITIVE",6939670,"K06792.01",133.078,0.8938424,-0.5686424,2568,5589,0.02889,5,2.11942,133.084,2454970,2.481,-1,-1,603,-0.000227,2081688.9026544,6.32581563389534,254482589.167768
"CANDIDATE",6947623,"K06793.01",133.571,-0.1784618,0.7990582,9.665,3312,0.04437,5,3.62664,133.563,2454970,3.059,2.7442e-17,1.0218,358,7.628e-05,34752.2583465157,5.92864778193479,548955.508474576
